tree_id,node_id,parent_id,depth,edge_label,full_path,n_children,n_terminal_here,n_measures_subtree,is_branch_point,examples
904,1,0,1,transport of goods,sea > transport > of > goods,0,1,1,False,Sea transport of goods
905,0,-1,0,seat,seat,2,0,3,True,"Seat capacity of new motor coaches, buses and trolley buses | Seat capacity of passenger railway vehicles by type of vehicles | Seat/berth capacity of passenger railway vehicles"
905,1,0,1,capacity of,seat > capacity > of,2,0,2,True,"Seat capacity of new motor coaches, buses and trolley buses | Seat capacity of passenger railway vehicles by type of vehicles"
905,2,1,2,new motor coaches buses and trolley buses,seat > capacity > of > new > motor > coaches > buses > and > trolley > buses,0,1,1,False,"Seat capacity of new motor coaches, buses and trolley buses"
905,3,1,2,passenger railway vehicles by type of vehicles,seat > capacity > of > passenger > railway > vehicles > by > type > of > vehicles,0,1,1,False,Seat capacity of passenger railway vehicles by type of vehicles
905,4,0,1,berth capacity of passenger railway vehicles,seat > berth > capacity > of > passenger > railway > vehicles,0,1,1,False,Seat/berth capacity of passenger railway vehicles
906,0,-1,0,seats,seats,2,0,2,True,"Seats /berths in motor coaches, buses and trolley buses | Seats held by women in national parliaments and governments"
907,0,-1,0,berths in motor coaches buses and trolley buses,seats > berths > in > motor > coaches > buses > and > trolley > buses,0,1,1,False,"Seats /berths in motor coaches, buses and trolley buses"
908,0,-1,0,held by women in national parliaments and governments,seats > held > by > women > in > national > parliaments > and > governments,0,1,1,False,Seats held by women in national parliaments and governments
909,0,-1,0,secondary,secondary,2,0,2,True,"Secondary energy production (transformation) | Secondary wood products, production"
910,0,-1,0,energy production transformation,secondary > energy > production > transformation,0,1,1,False,Secondary energy production (transformation)
911,0,-1,0,wood products production,secondary > wood > products > production,0,1,1,False,"Secondary wood products, production"
912,0,-1,0,self,self,5,0,12,True,"Self defined health status by age and income quantile - ECHP survey | Self-declared over-qualified employees as percentage of the total employees by sex, age, migration status and educational attainment level | Self-employed persons having at least one client in the last 12 months by control over working time, and sex"
913,0,-1,0,defined health status by age and income quantile echp survey,self > defined > health > status > by > age > and > income > quantile > echp > survey,0,1,1,False,Self defined health status by age and income quantile - ECHP survey
914,0,-1,0,declared over qualified employees as percentage of the total employees by sex age migration status and educational attainment level,self > declared > over > qualified > employees > as > percentage > of > the > total > employees > by > sex > age > migration > status > and > educational > attainment > level,0,1,1,False,"Self-declared over-qualified employees as percentage of the total employees by sex, age, migration status and educational attainment level"
915,0,-1,0,employed persons having at least one client in the last 12 months by control over working time and sex,self > employed > persons > having > at > least > one > client > in > the > last > 12 > months > by > control > over > working > time > and > sex,0,1,1,False,"Self-employed persons having at least one client in the last 12 months by control over working time, and sex"
916,0,-1,0,reported,self > reported,4,0,8,True,Self-reported breast examination by X-ray by educational attainment level among women aged 50-69 (%) | Self-reported cervical smear test by educational attainment level among women aged 20-69 (%) | Self-reported unmet need for medical care by sex
916,1,0,1,unmet,self > reported > unmet,2,0,4,True,"Self-reported unmet need for medical care by sex | Self-reported unmet need for medical examination and care by sex | Self-reported unmet needs for medical examination by sex, age, main reason declared and income quintile"
916,2,1,2,need for medical,self > reported > unmet > need > for > medical,2,0,2,True,Self-reported unmet need for medical care by sex | Self-reported unmet need for medical examination and care by sex
916,3,2,3,care by sex,self > reported > unmet > need > for > medical > care > by > sex,0,1,1,False,Self-reported unmet need for medical care by sex
916,4,2,3,examination and care by sex,self > reported > unmet > need > for > medical > examination > and > care > by > sex,0,1,1,False,Self-reported unmet need for medical examination and care by sex
916,5,1,2,needs for medical examination,self > reported > unmet > needs > for > medical > examination,2,0,2,True,"Self-reported unmet needs for medical examination by sex, age, main reason declared and income quintile | Self-reported unmet needs for medical examination due to financial reasons, long waiting list or distance by NUTS regions - % of the persons having the same needs"
916,6,5,3,by sex age main reason declared and income quintile,self > reported > unmet > needs > for > medical > examination > by > sex > age > main > reason > declared > and > income > quintile,0,1,1,False,"Self-reported unmet needs for medical examination by sex, age, main reason declared and income quintile"
916,7,5,3,due to financial reasons long waiting list or distance by nuts regions of the persons having the same needs,self > reported > unmet > needs > for > medical > examination > due > to > financial > reasons > long > waiting > list > or > distance > by > nuts > regions > of > the > persons > having > the > same > needs,0,1,1,False,"Self-reported unmet needs for medical examination due to financial reasons, long waiting list or distance by NUTS regions - % of the persons having the same needs"
917,0,-1,0,breast examination by x ray by educational attainment level among women aged 50 69,self > reported > breast > examination > by > x > ray > by > educational > attainment > level > among > women > aged > 50 > 69,0,1,1,False,Self-reported breast examination by X-ray by educational attainment level among women aged 50-69 (%)
918,0,-1,0,cervical smear test by educational attainment level among women aged 20 69,self > reported > cervical > smear > test > by > educational > attainment > level > among > women > aged > 20 > 69,0,1,1,False,Self-reported cervical smear test by educational attainment level among women aged 20-69 (%)
919,0,-1,0,use of home care services by people with severe difficulty in personal care activities by,self > reported > use > of > home > care > services > by > people > with > severe > difficulty > in > personal > care > activities > by,2,0,2,True,Self-reported use of home care services by people with severe difficulty in personal care activities by age and household type | Self-reported use of home care services by people with severe difficulty in personal care activities by sex and age
919,1,0,1,age and household type,self > reported > use > of > home > care > services > by > people > with > severe > difficulty > in > personal > care > activities > by > age > and > household > type,0,1,1,False,Self-reported use of home care services by people with severe difficulty in personal care activities by age and household type
919,2,0,1,sex and age,self > reported > use > of > home > care > services > by > people > with > severe > difficulty > in > personal > care > activities > by > sex > and > age,0,1,1,False,Self-reported use of home care services by people with severe difficulty in personal care activities by sex and age
920,0,-1,0,sufficiency for raw materials,self > sufficiency > for > raw > materials,0,1,1,False,self-sufficiency for raw materials
921,0,-1,0,selling,selling,1,0,13,False,Selling prices of barley | Selling prices of calves | Selling prices of chickens (live 1st choice)
921,1,0,1,prices of,selling > prices > of,13,0,13,True,Selling prices of barley | Selling prices of calves | Selling prices of chickens (live 1st choice)
921,2,1,2,barley,selling > prices > of > barley,0,1,1,False,Selling prices of barley
921,3,1,2,calves,selling > prices > of > calves,0,1,1,False,Selling prices of calves
921,4,1,2,chickens live 1st choice,selling > prices > of > chickens > live > 1st > choice,0,1,1,False,Selling prices of chickens (live 1st choice)
921,5,1,2,fresh eggs,selling > prices > of > fresh > eggs,0,1,1,False,Selling prices of fresh eggs
921,6,1,2,main crop potatoes,selling > prices > of > main > crop > potatoes,0,1,1,False,Selling prices of main crop potatoes
921,7,1,2,maize,selling > prices > of > maize,0,1,1,False,Selling prices of maize
921,8,1,2,oats,selling > prices > of > oats,0,1,1,False,Selling prices of oats
921,9,1,2,piglets,selling > prices > of > piglets,0,1,1,False,Selling prices of piglets
921,10,1,2,pigs light,selling > prices > of > pigs > light,0,1,1,False,Selling prices of pigs (light)
921,11,1,2,raw cow s milk,selling > prices > of > raw > cow > s > milk,0,1,1,False,Selling prices of raw cow's milk
921,12,1,2,sheep,selling > prices > of > sheep,0,1,1,False,Selling prices of sheep
921,13,1,2,soft wheat,selling > prices > of > soft > wheat,0,1,1,False,Selling prices of soft wheat
921,14,1,2,sugar beet unit value,selling > prices > of > sugar > beet > unit > value,0,1,1,False,Selling prices of sugar beet (unit value)
922,0,-1,0,semi,semi,1,0,2,False,"Semi-trailers and their load capacity, by permissible maximum gross weight | Semi-trailers by load capacity (until"
922,1,0,1,trailers,semi > trailers,2,0,2,True,"Semi-trailers and their load capacity, by permissible maximum gross weight | Semi-trailers by load capacity (until"
922,2,1,2,and their load capacity by permissible maximum gross weight,semi > trailers > and > their > load > capacity > by > permissible > maximum > gross > weight,0,1,1,False,"Semi-trailers and their load capacity, by permissible maximum gross weight"
922,3,1,2,by load capacity until,semi > trailers > by > load > capacity > until,0,1,1,False,Semi-trailers by load capacity (until
923,0,-1,0,services,services,2,0,2,True,"Services trade by broad economic categories (BEC Rev.5) | Services turnover index, calendar adjusted"
924,0,-1,0,trade by broad economic categories bec rev 5,services > trade > by > broad > economic > categories > bec > rev > 5,0,1,1,False,Services trade by broad economic categories (BEC Rev.5)
925,0,-1,0,turnover index calendar adjusted,services > turnover > index > calendar > adjusted,0,1,1,False,"Services turnover index, calendar adjusted"
926,0,-1,0,settlement,settlement,1,0,2,False,Settlement area | Settlement area per capita
926,1,0,1,area,settlement > area,1,1,2,False,Settlement area | Settlement area per capita
926,2,1,2,per capita,settlement > area > per > capita,0,1,1,False,Settlement area per capita
927,0,-1,0,severe,severe,2,0,14,True,"Severe housing deprivation rate by age, sex and poverty status - EU-SILC survey | Severe housing deprivation rate by degree of urbanisation - EU-SILC survey | Severe housing deprivation rate by income quintile - EU-SILC survey"
928,0,-1,0,housing deprivation rate by,severe > housing > deprivation > rate > by,5,0,5,True,"Severe housing deprivation rate by age, sex and poverty status - EU-SILC survey | Severe housing deprivation rate by degree of urbanisation - EU-SILC survey | Severe housing deprivation rate by income quintile - EU-SILC survey"
928,1,0,1,age sex and poverty status eu silc survey,severe > housing > deprivation > rate > by > age > sex > and > poverty > status > eu > silc > survey,0,1,1,False,"Severe housing deprivation rate by age, sex and poverty status - EU-SILC survey"
928,2,0,1,degree of urbanisation eu silc survey,severe > housing > deprivation > rate > by > degree > of > urbanisation > eu > silc > survey,0,1,1,False,Severe housing deprivation rate by degree of urbanisation - EU-SILC survey
928,3,0,1,income quintile eu silc survey,severe > housing > deprivation > rate > by > income > quintile > eu > silc > survey,0,1,1,False,Severe housing deprivation rate by income quintile - EU-SILC survey
928,4,0,1,poverty status,severe > housing > deprivation > rate > by > poverty > status,0,1,1,False,Severe housing deprivation rate by poverty status
928,5,0,1,tenure status,severe > housing > deprivation > rate > by > tenure > status,0,1,1,False,Severe housing deprivation rate by tenure status
929,0,-1,0,material,severe > material,2,0,9,True,Severe material and social deprivation by NUTS region | Severe material and social deprivation rate | Severe material and social deprivation rate by age group and sex
929,1,0,1,and social deprivation,severe > material > and > social > deprivation,2,0,5,True,Severe material and social deprivation by NUTS region | Severe material and social deprivation rate | Severe material and social deprivation rate by age group and sex
929,2,0,1,deprivation rate by,severe > material > deprivation > rate > by,3,0,4,True,Severe material deprivation rate by NUTS 2 regions | Severe material deprivation rate by NUTS regions | Severe material deprivation rate by age and sex
929,3,2,2,age and sex,severe > material > deprivation > rate > by > age > and > sex,0,1,1,False,Severe material deprivation rate by age and sex
930,0,-1,0,by nuts region,severe > material > and > social > deprivation > by > nuts > region,0,1,1,False,Severe material and social deprivation by NUTS region
931,0,-1,0,rate,severe > material > and > social > deprivation > rate,2,1,4,True,Severe material and social deprivation rate | Severe material and social deprivation rate by age group and sex | Severe material and social deprivation rate by sex
931,1,0,1,by,severe > material > and > social > deprivation > rate > by,2,0,2,True,Severe material and social deprivation rate by age group and sex | Severe material and social deprivation rate by sex
931,2,1,2,age group and sex,severe > material > and > social > deprivation > rate > by > age > group > and > sex,0,1,1,False,Severe material and social deprivation rate by age group and sex
931,3,1,2,sex,severe > material > and > social > deprivation > rate > by > sex,0,1,1,False,Severe material and social deprivation rate by sex
931,4,0,1,for children aged less than 18 by sex,severe > material > and > social > deprivation > rate > for > children > aged > less > than > 18 > by > sex,0,1,1,False,Severe material and social deprivation rate for children (aged less than 18) by sex
932,0,-1,0,nuts,severe > material > deprivation > rate > by > nuts,2,0,2,True,Severe material deprivation rate by NUTS 2 regions | Severe material deprivation rate by NUTS regions
932,1,0,1,2 regions,severe > material > deprivation > rate > by > nuts > 2 > regions,0,1,1,False,Severe material deprivation rate by NUTS 2 regions
932,2,0,1,regions,severe > material > deprivation > rate > by > nuts > regions,0,1,1,False,Severe material deprivation rate by NUTS regions
933,0,-1,0,tenure status,severe > material > deprivation > rate > by > tenure > status,0,1,1,False,Severe material deprivation rate by tenure status
934,0,-1,0,severely,severely,1,0,1,False,Severely materially and socially deprived people
934,1,0,1,materially and socially deprived people,severely > materially > and > socially > deprived > people,0,1,1,False,Severely materially and socially deprived people
935,0,-1,0,sewage,sewage,1,0,1,False,Sewage sludge production and disposal from urban wastewater (in dry substance (d.s))
935,1,0,1,sludge production and disposal from urban wastewater in dry substance d s,sewage > sludge > production > and > disposal > from > urban > wastewater > in > dry > substance > d > s,0,1,1,False,Sewage sludge production and disposal from urban wastewater (in dry substance (d.s))
936,0,-1,0,share,share,2,0,31,True,Share for transmission and distribution in the network cost for gas and electricity - annual data | Share of European Neighbourhood Policy East Countries in European Union 27 trade | Share of GBAORD allocated to defence and total civil socio-economic objectives
937,0,-1,0,for transmission and distribution in the network cost for gas and electricity annual data,share > for > transmission > and > distribution > in > the > network > cost > for > gas > and > electricity > annual > data,0,1,1,False,Share for transmission and distribution in the network cost for gas and electricity - annual data
938,0,-1,0,of,share > of,23,0,30,True,Share of European Neighbourhood Policy East Countries in European Union 27 trade | Share of GBAORD allocated to defence and total civil socio-economic objectives | Share of GBARD in total general government expenditure
939,0,-1,0,european neighbourhood policy east countries in european union 27 trade,share > of > european > neighbourhood > policy > east > countries > in > european > union > 27 > trade,0,1,1,False,Share of European Neighbourhood Policy East Countries in European Union 27 trade
940,0,-1,0,gbaord allocated to defence and total civil socio economic objectives,share > of > gbaord > allocated > to > defence > and > total > civil > socio > economic > objectives,0,1,1,False,Share of GBAORD allocated to defence and total civil socio-economic objectives
941,0,-1,0,gbard in total general government expenditure,share > of > gbard > in > total > general > government > expenditure,0,1,1,False,Share of GBARD in total general government expenditure
942,0,-1,0,buses and trains in inland passenger transport,share > of > buses > and > trains > in > inland > passenger > transport,0,1,1,False,Share of buses and trains in inland passenger transport
943,0,-1,0,children aged less than 18 living with their parents by type of household eu silc survey,share > of > children > aged > less > than > 18 > living > with > their > parents > by > type > of > household > eu > silc > survey,0,1,1,False,Share of children (aged less than 18) living with their parents by type of household - EU-SILC survey
944,0,-1,0,digital platform workers in the last 12 months by,share > of > digital > platform > workers > in > the > last > 12 > months > by,2,0,2,True,Share of digital platform workers (in the last 12 months) by educational attainment level - experimental statistics | Share of digital platform workers (in the last 12 months) by type of task or service - experimental statistics
944,1,0,1,educational attainment level experimental statistics,share > of > digital > platform > workers > in > the > last > 12 > months > by > educational > attainment > level > experimental > statistics,0,1,1,False,Share of digital platform workers (in the last 12 months) by educational attainment level - experimental statistics
944,2,0,1,type of task or service experimental statistics,share > of > digital > platform > workers > in > the > last > 12 > months > by > type > of > task > or > service > experimental > statistics,0,1,1,False,Share of digital platform workers (in the last 12 months) by type of task or service - experimental statistics
945,0,-1,0,employment in member states supported by exports figaro application,share > of > employment > in > member > states > supported > by > exports > figaro > application,0,1,1,False,Share of employment in Member States supported by exports (FIGARO application)
946,0,-1,0,energy from renewable sources,share > of > energy > from > renewable > sources,0,1,1,False,Share of energy from renewable sources
947,0,-1,0,enterprises turnover on e commerce,share > of > enterprises > turnover > on > e > commerce,0,1,1,False,Share of enterprises' turnover on e-commerce - %
948,0,-1,0,environmental taxes in total tax revenues,share > of > environmental > taxes > in > total > tax > revenues,0,1,1,False,Share of environmental taxes in total tax revenues
949,0,-1,0,forest area,share > of > forest > area,0,1,1,False,Share of forest area
950,0,-1,0,fossil fuels in gross available energy,share > of > fossil > fuels > in > gross > available > energy,0,1,1,False,Share of fossil fuels in gross available energy
951,0,-1,0,government budget appropriations or outlays on research and development,share > of > government > budget > appropriations > or > outlays > on > research > and > development,0,1,1,False,Share of government budget appropriations or outlays on research and development
952,0,-1,0,landcover types affected by severe erosion,share > of > landcover > types > affected > by > severe > erosion,0,1,1,False,Share of landcover types affected by severe erosion
953,0,-1,0,mobile students from abroad enrolled by education level sex and country of origin,share > of > mobile > students > from > abroad > enrolled > by > education > level > sex > and > country > of > origin,0,1,1,False,"Share of mobile students from abroad enrolled by education level, sex and country of origin"
954,0,-1,0,organic crop area out of the total utilised agricultural area uaa until,share > of > organic > crop > area > out > of > the > total > utilised > agricultural > area > uaa > until,0,1,1,False,Share of organic crop area out of the total utilised agricultural area (UAA) (until
955,0,-1,0,people,share > of > people,2,0,3,True,Share of people living in under-occupied dwellings by degree of urbanisation - total population - EU-SILC survey | Share of people living in under-occupied dwellings by tenure status - total population - EU-SILC survey | Share of people with good or very good perceived health by sex
956,0,-1,0,living in under occupied dwellings by,share > of > people > living > in > under > occupied > dwellings > by,2,0,2,True,Share of people living in under-occupied dwellings by degree of urbanisation - total population - EU-SILC survey | Share of people living in under-occupied dwellings by tenure status - total population - EU-SILC survey
956,1,0,1,degree of urbanisation total population eu silc survey,share > of > people > living > in > under > occupied > dwellings > by > degree > of > urbanisation > total > population > eu > silc > survey,0,1,1,False,Share of people living in under-occupied dwellings by degree of urbanisation - total population - EU-SILC survey
956,2,0,1,tenure status total population eu silc survey,share > of > people > living > in > under > occupied > dwellings > by > tenure > status > total > population > eu > silc > survey,0,1,1,False,Share of people living in under-occupied dwellings by tenure status - total population - EU-SILC survey
957,0,-1,0,with good or very good perceived health by sex,share > of > people > with > good > or > very > good > perceived > health > by > sex,0,1,1,False,Share of people with good or very good perceived health by sex
958,0,-1,0,rail and inland waterways in inland freight transport,share > of > rail > and > inland > waterways > in > inland > freight > transport,0,1,1,False,Share of rail and inland waterways in inland freight transport
959,0,-1,0,renewable energy in gross final energy consumption by sector,share > of > renewable > energy > in > gross > final > energy > consumption > by > sector,0,1,1,False,Share of renewable energy in gross final energy consumption by sector
960,0,-1,0,total population,share > of > total > population,4,0,4,True,"Share of total population considering their dwelling as too dark - EU-SILC survey | Share of total population having neither a bath, nor a shower in their dwelling - EU-SILC survey | Share of total population living in a dwelling with a leaking roof, damp walls, floors or foundation, or rot in window frames of floor - EU-SILC survey"
960,1,0,1,considering their dwelling as too dark eu silc survey,share > of > total > population > considering > their > dwelling > as > too > dark > eu > silc > survey,0,1,1,False,Share of total population considering their dwelling as too dark - EU-SILC survey
960,2,0,1,having neither a bath nor a shower in their dwelling eu silc survey,share > of > total > population > having > neither > a > bath > nor > a > shower > in > their > dwelling > eu > silc > survey,0,1,1,False,"Share of total population having neither a bath, nor a shower in their dwelling - EU-SILC survey"
960,3,0,1,living in a dwelling with a leaking roof damp walls floors or foundation or rot in window frames of floor eu silc survey,share > of > total > population > living > in > a > dwelling > with > a > leaking > roof > damp > walls > floors > or > foundation > or > rot > in > window > frames > of > floor > eu > silc > survey,0,1,1,False,"Share of total population living in a dwelling with a leaking roof, damp walls, floors or foundation, or rot in window frames of floor - EU-SILC survey"
960,4,0,1,not having indoor flushing toilet for the sole use of their household eu silc survey,share > of > total > population > not > having > indoor > flushing > toilet > for > the > sole > use > of > their > household > eu > silc > survey,0,1,1,False,Share of total population not having indoor flushing toilet for the sole use of their household - EU-SILC survey
961,0,-1,0,trade with the eu27 from,share > of > trade > with > the > eu27 > from,0,1,1,False,Share of trade with the EU27 (from
962,0,-1,0,value added in member states supported by exports figaro application,share > of > value > added > in > member > states > supported > by > exports > figaro > application,0,1,1,False,Share of value added in Member States supported by exports (FIGARO application)
963,0,-1,0,women researchers,share > of > women > researchers,2,0,2,True,"Share of women researchers, all sectors | Share of women researchers, by sectors of performance"
963,1,0,1,all sectors,share > of > women > researchers > all > sectors,0,1,1,False,"Share of women researchers, all sectors"
963,2,0,1,by sectors of performance,share > of > women > researchers > by > sectors > of > performance,0,1,1,False,"Share of women researchers, by sectors of performance"
964,0,-1,0,short,short,1,0,3,False,"Short sea shipping - country level - gross weight of goods transported to/from main ports, by direction | Short sea shipping - country level - volume (in TEU's) of containers transported to/from main ports, by loading status | Short sea shipping - level - gross weight of goods transported to/from main ports, by type of cargo for each sea region of partner ports"
964,1,0,1,sea shipping,short > sea > shipping,2,0,3,True,"Short sea shipping - country level - gross weight of goods transported to/from main ports, by direction | Short sea shipping - country level - volume (in TEU's) of containers transported to/from main ports, by loading status | Short sea shipping - level - gross weight of goods transported to/from main ports, by type of cargo for each sea region of partner ports"
964,2,1,2,country level,short > sea > shipping > country > level,2,0,2,True,"Short sea shipping - country level - gross weight of goods transported to/from main ports, by direction | Short sea shipping - country level - volume (in TEU's) of containers transported to/from main ports, by loading status"
964,3,2,3,gross weight of goods transported to from main ports by direction,short > sea > shipping > country > level > gross > weight > of > goods > transported > to > from > main > ports > by > direction,0,1,1,False,"Short sea shipping - country level - gross weight of goods transported to/from main ports, by direction"
964,4,2,3,volume in teu s of containers transported to from main ports by loading status,short > sea > shipping > country > level > volume > in > teu > s > of > containers > transported > to > from > main > ports > by > loading > status,0,1,1,False,"Short sea shipping - country level - volume (in TEU's) of containers transported to/from main ports, by loading status"
964,5,1,2,level gross weight of goods transported to from main ports by type of cargo for each sea region of partner ports,short > sea > shipping > level > gross > weight > of > goods > transported > to > from > main > ports > by > type > of > cargo > for > each > sea > region > of > partner > ports,0,1,1,False,"Short sea shipping - level - gross weight of goods transported to/from main ports, by type of cargo for each sea region of partner ports"
965,0,-1,0,simplified,simplified,1,0,1,False,Simplified energy balances
965,1,0,1,energy balances,simplified > energy > balances,0,1,1,False,Simplified energy balances
966,0,-1,0,smoking,smoking,1,0,1,False,Smoking prevalence by sex
966,1,0,1,prevalence by sex,smoking > prevalence > by > sex,0,1,1,False,Smoking prevalence by sex
967,0,-1,0,social,social,1,0,2,False,Social protection expenditure excluding administrative costs (including health expenditure) as a share of GDP | Social protection receipts by type
967,1,0,1,protection,social > protection,2,0,2,True,Social protection expenditure excluding administrative costs (including health expenditure) as a share of GDP | Social protection receipts by type
968,0,-1,0,expenditure excluding administrative costs including health expenditure as a share of gdp,social > protection > expenditure > excluding > administrative > costs > including > health > expenditure > as > a > share > of > gdp,0,1,1,False,Social protection expenditure excluding administrative costs (including health expenditure) as a share of GDP
969,0,-1,0,receipts by type,social > protection > receipts > by > type,0,1,1,False,Social protection receipts by type
970,0,-1,0,soil,soil,1,0,1,False,Soil sealing index
970,1,0,1,sealing index,soil > sealing > index,0,1,1,False,Soil sealing index
971,0,-1,0,solar,solar,1,0,1,False,Solar thermal collectors' surface
971,1,0,1,thermal collectors surface,solar > thermal > collectors > surface,0,1,1,False,Solar thermal collectors' surface
972,0,-1,0,sources,sources,1,0,1,False,Sources of information used for getting information on learning possibilities
972,1,0,1,of information used for getting information on learning possibilities,sources > of > information > used > for > getting > information > on > learning > possibilities,0,1,1,False,Sources of information used for getting information on learning possibilities
973,0,-1,0,special,special,1,0,1,False,Special purpose road vehicles
973,1,0,1,purpose road vehicles,special > purpose > road > vehicles,0,1,1,False,Special purpose road vehicles
974,0,-1,0,standardised,standardised,3,0,5,True,"Standardised death rate due to homicide by sex | Standardised death rate due to tuberculosis, HIV and hepatitis by type of disease | Standardised incidence rate of accidents at work by NACE Rev. 1.1 activity and employment status"
975,0,-1,0,death rate due to,standardised > death > rate > due > to,2,0,2,True,"Standardised death rate due to homicide by sex | Standardised death rate due to tuberculosis, HIV and hepatitis by type of disease"
976,0,-1,0,homicide by sex,standardised > death > rate > due > to > homicide > by > sex,0,1,1,False,Standardised death rate due to homicide by sex
977,0,-1,0,tuberculosis hiv and hepatitis by type of disease,standardised > death > rate > due > to > tuberculosis > hiv > and > hepatitis > by > type > of > disease,0,1,1,False,"Standardised death rate due to tuberculosis, HIV and hepatitis by type of disease"
978,0,-1,0,incidence rate of accidents at work by nace rev 1 1 activity and,standardised > incidence > rate > of > accidents > at > work > by > nace > rev > 1 > 1 > activity > and,2,0,2,True,Standardised incidence rate of accidents at work by NACE Rev. 1.1 activity and employment status | Standardised incidence rate of accidents at work by NACE Rev. 1.1 activity and size of enterprise
978,1,0,1,employment status,standardised > incidence > rate > of > accidents > at > work > by > nace > rev > 1 > 1 > activity > and > employment > status,0,1,1,False,Standardised incidence rate of accidents at work by NACE Rev. 1.1 activity and employment status
978,2,0,1,size of enterprise,standardised > incidence > rate > of > accidents > at > work > by > nace > rev > 1 > 1 > activity > and > size > of > enterprise,0,1,1,False,Standardised incidence rate of accidents at work by NACE Rev. 1.1 activity and size of enterprise
979,0,-1,0,preventable and treatable mortality,standardised > preventable > and > treatable > mortality,0,1,1,False,Standardised preventable and treatable mortality
980,0,-1,0,stock,stock,1,0,2,False,"Stock of general government debt security liabilities issued as 'green bonds' - one-off data collection, experimental statistics | Stock of vehicles by category"
980,1,0,1,of,stock > of,2,0,2,True,"Stock of general government debt security liabilities issued as 'green bonds' - one-off data collection, experimental statistics | Stock of vehicles by category"
981,0,-1,0,general government debt security liabilities issued as green bonds one off data collection experimental statistics,stock > of > general > government > debt > security > liabilities > issued > as > green > bonds > one > off > data > collection > experimental > statistics,0,1,1,False,"Stock of general government debt security liabilities issued as 'green bonds' - one-off data collection, experimental statistics"
982,0,-1,0,vehicles by category,stock > of > vehicles > by > category,0,1,1,False,Stock of vehicles by category
983,0,-1,0,structural,structural,1,0,1,False,Structural information
983,1,0,1,information,structural > information,0,1,1,False,Structural information
984,0,-1,0,students,students,1,0,2,False,Students in post-compulsory education - as % of the total population of post-compulsory school age | Students in tertiary education - as % of 20-24 years old in the population
984,1,0,1,in,students > in,2,0,2,True,Students in post-compulsory education - as % of the total population of post-compulsory school age | Students in tertiary education - as % of 20-24 years old in the population
985,0,-1,0,post compulsory education as of the total population of post compulsory school age,students > in > post > compulsory > education > as > of > the > total > population > of > post > compulsory > school > age,0,1,1,False,Students in post-compulsory education - as % of the total population of post-compulsory school age
986,0,-1,0,tertiary education as of 20 24 years old in the population,students > in > tertiary > education > as > of > 20 > 24 > years > old > in > the > population,0,1,1,False,Students in tertiary education - as % of 20-24 years old in the population
987,0,-1,0,subjective,subjective,1,0,3,False,Subjective poverty by degree of urbanization | Subjective poverty by educational attainment level (population aged 18 and over) | Subjective poverty by tenure status
987,1,0,1,poverty by,subjective > poverty > by,3,0,3,True,Subjective poverty by degree of urbanization | Subjective poverty by educational attainment level (population aged 18 and over) | Subjective poverty by tenure status
987,2,1,2,degree of urbanization,subjective > poverty > by > degree > of > urbanization,0,1,1,False,Subjective poverty by degree of urbanization
987,3,1,2,educational attainment level population aged 18 and over,subjective > poverty > by > educational > attainment > level > population > aged > 18 > and > over,0,1,1,False,Subjective poverty by educational attainment level (population aged 18 and over)
987,4,1,2,tenure status,subjective > poverty > by > tenure > status,0,1,1,False,Subjective poverty by tenure status
988,0,-1,0,suicide,suicide,1,0,1,False,Suicide death rate by age group
988,1,0,1,death rate by age group,suicide > death > rate > by > age > group,0,1,1,False,Suicide death rate by age group
989,0,-1,0,suicides,suicides,1,0,1,False,Suicides involving railways
989,1,0,1,involving railways,suicides > involving > railways,0,1,1,False,Suicides involving railways
990,0,-1,0,surface,surface,1,0,2,False,Surface of the marine protected areas | Surface of the terrestrial protected areas
990,1,0,1,of the,surface > of > the,2,0,2,True,Surface of the marine protected areas | Surface of the terrestrial protected areas
990,2,1,2,marine protected areas,surface > of > the > marine > protected > areas,0,1,1,False,Surface of the marine protected areas
990,3,1,2,terrestrial protected areas,surface > of > the > terrestrial > protected > areas,0,1,1,False,Surface of the terrestrial protected areas
991,0,-1,0,suspects,suspects,1,0,1,False,Suspects of migrant smuggling by citizenship
991,1,0,1,of migrant smuggling by citizenship,suspects > of > migrant > smuggling > by > citizenship,0,1,1,False,Suspects of migrant smuggling by citizenship
992,0,-1,0,table,table,1,0,1,False,Table grape vines - Area by age and density classes (area in ha)
992,1,0,1,grape vines area by age and density classes area in ha,table > grape > vines > area > by > age > and > density > classes > area > in > ha,0,1,1,False,Table grape vines - Area by age and density classes (area in ha)
993,0,-1,0,tax,tax,1,0,3,False,Tax rate on low wage earners - Low wage trap | Tax rate on low wage earners - Unemployment trap | Tax rate on low wage earners: Tax wedge on labour costs
993,1,0,1,rate on low wage earners,tax > rate > on > low > wage > earners,3,0,3,True,Tax rate on low wage earners - Low wage trap | Tax rate on low wage earners - Unemployment trap | Tax rate on low wage earners: Tax wedge on labour costs
993,2,1,2,low wage trap,tax > rate > on > low > wage > earners > low > wage > trap,0,1,1,False,Tax rate on low wage earners - Low wage trap
993,3,1,2,unemployment trap,tax > rate > on > low > wage > earners > unemployment > trap,0,1,1,False,Tax rate on low wage earners - Unemployment trap
