domain,code,measure
Transports,rail_tf_ns15_hu,Train traffic on the rail network -
Transports,rail_tf_ns15_ie,Train traffic on the rail network -
Transports,rail_tf_ns15_li,Train traffic on the rail network -
Transports,rail_tf_ns15_lt,Train traffic on the rail network -
Transports,rail_tf_ns15_lu,Train traffic on the rail network -
Transports,rail_tf_ns15_lv,Train traffic on the rail network -
Transports,rail_tf_ns15_mk,Train traffic on the rail network - the Former Yugoslav Republic of Macedonia
Transports,rail_tf_ns15_no,Train traffic on the rail network -
Transports,rail_tf_ns15_pt,Train traffic on the rail network -
Transports,rail_tf_ns15_ro,Train traffic on the rail network -
Transports,rail_tf_ns15_si,Train traffic on the rail network -
Transports,rail_tf_ns15_sk,Train traffic on the rail network -
Transports,rail_tf_ns15_tr,Train traffic on the rail network -
Transports,rail_tf_ns20_bg,Train traffic on the rail network -
Transports,rail_tf_ns20_cz,Train traffic on the rail network -
Transports,rail_tf_ns20_dk,Train traffic on the rail network -
Transports,rail_tf_ns20_ee,Train traffic on the rail network -
Transports,rail_tf_ns20_el,Train traffic on the rail network -
Transports,rail_tf_ns20_fi,Train traffic on the rail network -
Transports,rail_tf_ns20_hr,Train traffic on the rail network -
Transports,rail_tf_ns20_hu,Train traffic on the rail network -
Transports,rail_tf_ns20_ie,Train traffic on the rail network -
Transports,rail_tf_ns20_lt,Train traffic on the rail network -
Transports,rail_tf_ns20_lu,Train traffic on the rail network -
Transports,rail_tf_ns20_lv,Train traffic on the rail network -
Transports,rail_tf_ns20_mk,Train traffic on the rail network - North Macedonia
Transports,rail_tf_ns20_no,Train traffic on the rail network -
Transports,rail_tf_ns20_pt,Train traffic on the rail network -
Transports,rail_tf_ns20_ro,Train traffic on the rail network -
Transports,rail_tf_ns20_si,Train traffic on the rail network -
Transports,rail_tf_ns20_sk,Train traffic on the rail network -
Transports,rail_tf_ns20_tr,Train traffic on the rail network -
Transports,rail_tf_ns_at,Train traffic on the rail network -
Transports,rail_tf_ns_be,Train traffic on the rail network -
Transports,rail_tf_ns_dk,Train traffic on the rail network -
Transports,rail_tf_ns_ee,Train traffic on the rail network -
Transports,rail_tf_ns_el,Train traffic on the rail network -
Transports,rail_tf_ns_fi,Train traffic on the rail network -
Transports,rail_tf_ns_hu,Train traffic on the rail network - Hungaria
Transports,rail_tf_ns_ie,Train traffic on the rail network -
Transports,rail_tf_ns_li,Train traffic on the rail network -
Transports,rail_tf_ns_lt,Train traffic on the rail network -
Transports,rail_tf_ns_lu,Train traffic on the rail network -
Transports,rail_tf_ns_lv,Train traffic on the rail network -
Transports,rail_tf_ns_no,Train traffic on the rail network -
Transports,rail_tf_ns_pt,Train traffic on the rail network -
Transports,rail_tf_ns_si,Train traffic on the rail network -
Transports,rail_tf_ns_sk,Train traffic on the rail network -
Transports,rail_tf_ns_tr,Train traffic on the rail network -
Transports,rail_tf_passmov,Passenger train traffic performance by type of train speed
Transports,rail_tf_trainmv,Goods and passenger train traffic performance
Transports,road_ec_empl,Persons employed in goods road transport enterprises by employment size classes
Transports,road_ec_empl_s,Persons employed in goods road transport enterprises by sex
Transports,road_ec_entemp,Goods road transport enterprises by employment size classes
Transports,road_ec_entveh,Goods road transport enterprises by number of vehicles
Transports,road_ec_invest,Expenditure on road transport vehicles and road infrastructure
Transports,road_eqr_bum,"New motor coaches, buses and trolley buses by type of motor energy (until"
Transports,road_eqr_bussea,"Seat capacity of new motor coaches, buses and trolley buses"
Transports,road_eqr_busveh,"New motor coaches, buses and trolley buses , by type of vehicles"
Transports,road_eqr_carbua,"New passenger cars, motor coaches, buses and trolley buses by alternative motor energy (until"
Transports,road_eqr_loralt,New lorries by alternative motor energy and load capacity of +/- 1500 kg (until
Transports,road_eqr_lsttt,"Load capacity of new lorries, semi-trailers and trailers, by type of carriage (until"
Transports,road_eqr_mopeds,New mopeds and motorcycles by type of motor energy
Transports,road_eqr_motors,New motorcycles by engine size
Transports,road_eqr_semit,"New semi-trailers and their load capacity, by permissible maximum gross weight"
Transports,road_eqr_spurp,New special purpose road vehicles
Transports,road_eqr_tracm,New road tractors by type of motor energy (until
Transports,road_eqr_trail,"New trailers and their load capacity, by permissible maximum gross weight"
Transports,road_eqr_trailn,New trailers and their load capacity (until
Transports,road_eqr_trams,New trams
Transports,road_eqs_busmot_h,"New motor coaches, buses and trolley buses by type of motor energy (until"
Transports,road_eqs_bussea,"Seats /berths in motor coaches, buses and trolley buses"
Transports,road_eqs_busveh,"Motor coaches, buses and trolley buses, by type of vehicle"
Transports,road_eqs_carage,Passenger cars by age
Transports,road_eqs_caralt,Passenger cars by alternative motor energy (until
Transports,road_eqs_carhab,Passenger cars - per thousand inhabitants
Transports,road_eqs_motorc,Motorcycles by engine size
Transports,road_eqs_roaene_h,Road tractors by type of motor energy (until
Transports,road_eqs_semit,"Semi-trailers and their load capacity, by permissible maximum gross weight"
Transports,road_eqs_semitn,Semi-trailers by load capacity (until
Transports,road_eqs_spurp,Special purpose road vehicles
Transports,road_eqs_trail,"Trailers and their load capacity, by permissible maximum gross weight"
Transports,road_eqs_trailn,Trailers by load capacity (until
Transports,road_eqs_trams,Trams
Transports,road_eqs_unlweig,Passenger cars by unloaded weight
Transports,road_go_ca_c,"Road cabotage transport by country in which cabotage takes place (t, tkm) - (from onwards)"
Transports,road_go_ca_d_c,Road cabotage transport by country in which cabotage takes place (tkm) -
Transports,road_go_ca_d_ha,Road cabotage transport performed by each reporting country (tkm) -
Transports,road_go_na_rl3g$dv_1581,National road freight transport by region of loading (NUTS 3) and type of goods (t) - annual data (from onwards)
Transports,road_go_na_ru3g$dv_1582,National road freight transport by region of unloading (NUTS 3) and type of goods (t) - annual data (from onwards)
Transports,road_if_barea,Length of other roads within/outside built-up areas
Transports,road_if_bsurfa,Length of paved and unpaved roads
Transports,road_if_motorwa,Length of motorways and e-roads
Transports,road_pa_mov,National passenger road transport performance by type of vehicles registered in the reporting country
Transports,road_tert_go,"Territorialised road freight transport, by transport coverage – annual data"
Transports,road_tf_buscoa,Buses and coaches traffic performance registered in the reporting country by transport covarage
Transports,sdg_09_50,Share of buses and trains in inland passenger transport
Transports,sdg_09_60,Share of rail and inland waterways in inland freight transport
Transports,tgs00075,Maritime transport of passengers by NUTS 2 regions
Transports,tgs00076,Maritime transport of freight by NUTS 2 regions
Transports,tgs00077,Air transport of passengers by NUTS 2 regions
Transports,tgs00078,Air transport of freight by NUTS 2 regions
Transports,tin00195,Average expenditure per trip
Transports,tran_hv_frmod,Modal split of inland freight transport
Transports,tran_hv_frtra,Volume of freight transport relative to GDP
Transports,tran_hv_ms_frmod,"Modal split of air, sea and inland freight transport"
Transports,tran_hv_ms_psmod,"Modal split of air, sea and inland passenger transport"
Transports,tran_hv_pstra,Volume of passenger transport relative to GDP
Transports,tran_im_mosp,Modal shift potential of long-distance road freight in containers - tonne-kilometre
Transports,tran_im_mospt,Modal shift potential of long-distance road freight in containers - tonne
Transports,tran_im_uiww,Unitisation in inland waterways freight transport - tonne-kilometre for gross-gross weight of goods
Transports,tran_im_umar,Unitisation in maritime freight transport - tonnes for gross weight of goods
Transports,tran_im_umod,Unitisation in the different modes of transport - tonne-kilometre for gross weight of goods
Transports,tran_im_urail,Unitisation in rail freight transport- tonne-kilometre for gross-gross weight of goods
Transports,tran_im_uroad,Unitisation in road freight transport - tonne-kilometre for gross weight of goods
Transports,tran_sf_marv,Maritime accident victims by sea basin of occurrence and country of registration of vessels
Transports,tran_sf_marves,"Maritime accident victims by sea basin of occurrence, country of registration of vessels and type of vessels"
Transports,tran_sf_railac,Rail accidents by type of accident
Transports,tran_sf_raildg,Rail accidents involving the transport of dangerous goods
Transports,ttr00001,Volume of passenger transport relative to GDP
Transports,ttr00002,length of motorways
Transports,ttr00003,length of railway lines
Transports,ttr00005,Goods transport by road
Transports,ttr00006,Goods transport by rail
Transports,ttr00007,Goods transport by inland waterways
Transports,ttr00009,Sea transport of goods
Transports,ttr00011,Air transport of goods by country (yearly data)
Transports,ttr00012,Air transport of passengers by country (yearly data)
Transports,ttr00015,Rail transport of passengers
Transports,ttr00016,Air transport of passengers by country and type of transport (monthly data)
Transports,tus_00travel,Time spent on travelling by mode of transport
