domain,code,title
Sustainable development indicators,sdg_08_20,Young persons neither in employment nor in education and training (NEET) by sex
Sustainable development indicators,sdg_08_20a,Young persons neither in employment nor in education and training (NEET) by citizenship
Sustainable development indicators,sdg_08_30,Employment rate by sex
Sustainable development indicators,sdg_08_30a,Employment rate by citizenship
Sustainable development indicators,sdg_08_40,Long-term unemployment rate by sex
Sustainable development indicators,sdg_08_60,"Fatal accidents at work per 100 000 workers, by sex"
Sustainable development indicators,sdg_01_41,In work at-risk-of-poverty rate
Sustainable development indicators,sdg_05_40,Persons outside the labour force due to caring responsibilities by sex
Sustainable development indicators,sdg_12_21,Material footprint
Sustainable development indicators,sdg_09_40,Patent applications to the European Patent Office by applicants' / inventors' country of residence
Sustainable development indicators,sdg_09_50,Share of buses and trains in inland passenger transport
Sustainable development indicators,sdg_09_60,Share of rail and inland waterways in inland freight transport
Sustainable development indicators,sdg_09_70,Air emissions intensity of manufacturing
Sustainable development indicators,sdg_12_61,Gross value added in environmental goods and services sector
Sustainable development indicators,sdg_17_60,"High-speed internet coverage, by type of area"
Sustainable development indicators,sdg_10_10,Purchasing power adjusted GDP per capita
Sustainable development indicators,sdg_10_20,Disparities in adjusted gross disposable income of households per capita
Sustainable development indicators,sdg_10_30,Relative median at-risk-of-poverty gap
Sustainable development indicators,sdg_10_41,Income quintile share ratio
Sustainable development indicators,sdg_10_50,Income share of the bottom 40 % of the population
Sustainable development indicators,sdg_10_60,Asylum applications by state of procedure
Sustainable development indicators,sdg_01_10a,Share of persons at risk of poverty or social exclusion by degree of urbanisation
Sustainable development indicators,sdg_01_20a,Persons at risk of monetary poverty after social transfers by citizenship
Sustainable development indicators,sdg_04_10a,Early leavers from education and training by citizenship
Sustainable development indicators,sdg_08_20a,Young persons neither in employment nor in education and training (NEET) by citizenship
Sustainable development indicators,sdg_08_30a,Employment rate by citizenship
Sustainable development indicators,sdg_11_11,Severe housing deprivation rate by poverty status
Sustainable development indicators,sdg_11_20,"Population living in households considering that they suffer from noise, by poverty status"
Sustainable development indicators,sdg_11_32,Soil sealing
Sustainable development indicators,sdg_11_52,Premature deaths due to exposure to fine particulate matter (PM2.5)
Sustainable development indicators,sdg_11_60,Recycling rate of municipal waste
Sustainable development indicators,sdg_06_20,Population connected to at least secondary wastewater treatment
Sustainable development indicators,sdg_09_50,Share of buses and trains in inland passenger transport
Sustainable development indicators,sdg_16_20,"Population reporting occurrence of crime, violence or vandalism in their area by poverty status"
Sustainable development indicators,ilc_lvho07d,Housing cost overburden rate by degree of urbanisation
Sustainable development indicators,tessi165,Housing cost overburden rate by degree of urbanisation - EU-SILC survey
Sustainable development indicators,sdg_12_10,Consumption of chemicals by hazardousness - aggregate
Sustainable development indicators,sdg_12_21,Material footprint
Sustainable development indicators,sdg_12_31,Consumption footprint - single weighted score
Sustainable development indicators,sdg_12_51,Generation of waste by hazardousness
Sustainable development indicators,sdg_12_61,Gross value added in environmental goods and services sector
Sustainable development indicators,sdg_07_30,Energy productivity
Sustainable development indicators,sdg_13_31,Average CO2 emissions per km from new passenger cars
Sustainable development indicators,sdg_13_31,Average CO2 emissions per km from new passenger cars
Sustainable development indicators,sdg_13_40,Economic losses from weather- and climate-related extremes
Sustainable development indicators,sdg_13_50,Contribution to the international 100bn USD commitment on climate related expending
Sustainable development indicators,sdg_13_70,Green bond issuance by type of issuer
Sustainable development indicators,sdg_13_70a,Green bond issuance by corporates and governments
Sustainable development indicators,sdg_07_40,Share of renewable energy in gross final energy consumption by sector
Sustainable development indicators,sdg_14_10,Marine protected areas
Sustainable development indicators,sdg_14_21,"Estimated trends in fish stock biomass, by fishing areas"
Sustainable development indicators,sdg_14_30,"Estimated trends in fishing pressure, by fishing area"
Sustainable development indicators,sdg_14_40,Bathing waters with excellent quality by location
Sustainable development indicators,sdg_14_60,Marine waters affected by eutrophication
Sustainable development indicators,sdg_15_20,Surface of the terrestrial protected areas
Sustainable development indicators,sdg_15_42,Drought impact area on ecosystems
Sustainable development indicators,sdg_15_50,Area at risk of severe soil erosion by water
Sustainable development indicators,sdg_15_60,Common bird index by type of species - aggregate
Sustainable development indicators,sdg_15_61,Grassland butterfly index - aggregate
Sustainable development indicators,sdg_06_30,Biochemical oxygen demand in rivers
Sustainable development indicators,sdg_06_50,Phosphate in rivers
Sustainable development indicators,sdg_11_32,Soil sealing
Sustainable development indicators,sdg_16_10,Standardised death rate due to homicide by sex
Sustainable development indicators,sdg_16_20,"Population reporting occurrence of crime, violence or vandalism in their area by poverty status"
Sustainable development indicators,sdg_16_30,General government total expenditure on law courts
Sustainable development indicators,sdg_16_40,Perceived independence of the justice system
Sustainable development indicators,sdg_16_50,Corruption Perceptions Index
Sustainable development indicators,sdg_16_70,Victims of trafficking in human beings by sex
Sustainable development indicators,sdg_17_10,Official development assistance as share of gross national income
Sustainable development indicators,sdg_17_20,financing to developing countries by financing source
Sustainable development indicators,sdg_17_40,General government gross debt
Sustainable development indicators,sdg_17_50,Share of environmental taxes in total tax revenues
Sustainable development indicators,sdg_17_60,"High-speed internet coverage, by type of area"
Sustainable development indicators,sdg_03_11,Healthy life years at birth by sex
Sustainable development indicators,sdg_06_10,"Population having neither a bath, nor a shower, nor indoor flushing toilet in their household by poverty status"
Sustainable development indicators,ilc_peps11n,Persons at risk of poverty or social exclusion by NUTS 2 region
Sustainable development indicators,ilc_mdsd18,Severe material and social deprivation by NUTS 2 region
Sustainable development indicators,ilc_lvhl21n,Persons living in households with very low work intensity by NUTS 2 region (population aged 0 to 64 years)
Sustainable development indicators,ilc_lvho07_r,Housing cost overburden rate by NUTS 2 region
Sustainable development indicators,hlth_silc_08b_r,"Self-reported unmet needs for medical examination due to financial reasons, long waiting list or distance by NUTS-2-region - % of the persons having the same needs"
Sustainable development indicators,educ_uoe_enra22,Pupils from age 3 to the starting age of compulsory education at primary level by NUTS 2 region - % of the population of the corresponding age
Sustainable development indicators,ilc_mdes01_r,Inability to keep home adequately warm by NUTS 2 region
Sustainable development indicators,ilc_peps13n,Persons at risk of poverty or social exclusion by degree of urbanisation
Sustainable development indicators,ilc_mdsd09,Material and social deprivation rate by degree of urbanisation
Sustainable development indicators,ilc_lvhl23n,Persons living in households with very low work intensity by degree of urbanisation (population aged 0 to 64 years) - strategy
Sustainable development indicators,ilc_lvho07d,Housing cost overburden rate by degree of urbanisation
Sustainable development indicators,tepsr_lm230,Gender employment gap by degree of urbanisation
Sustainable development indicators,ilc_mdho06d,Severe housing deprivation rate by degree of urbanisation
Employment and social policy indicators,sdg_01_10,Persons at risk of poverty or social exclusion
Employment and social policy indicators,tespm020,At-risk-of-poverty threshold for a single household
Employment and social policy indicators,tespm030,Severe material and social deprivation rate
Employment and social policy indicators,sdg_10_30,Relative median at-risk-of-poverty gap
Employment and social policy indicators,tespm151,Inequality of income distribution
Employment and social policy indicators,tespm040,Children at risk of poverty or social exclusion
Employment and social policy indicators,tespm060,At risk-of-poverty rate for the population living in (quasi-)jobless households
Employment and social policy indicators,tespm070,In-work at-risk-of-poverty rate
Employment and social policy indicators,tesem130,Long-term unemployment rate by sex
Employment and social policy indicators,tesem020,Early leavers from education and training (age group 18-24)
Employment and social policy indicators,tespm080,Youth unemployment ratio (age group 15-24)
Employment and social policy indicators,tesem050,"Employment rate of older workers, age group 55-64"
Employment and social policy indicators,tespm090,At risk of poverty or social exclusion rate for elderly (65+)
Employment and social policy indicators,tespn020,Median relative income of elderly people - EU-SILC survey
Employment and social policy indicators,tespm100,Aggregate replacement ratio
Employment and social policy indicators,tespm110,Self-reported unmet need for medical care by sex
Employment and social policy indicators,tespm120,Healthy life years at 65 - males
Employment and social policy indicators,tespm130,Healthy life years at 65 - females
Employment and social policy indicators,tespm140,Housing cost overburden rate
Employment and social policy indicators,tesem010,Employment rate by sex
Employment and social policy indicators,tesem020,Early leavers from education and training (age group 18-24)
Employment and social policy indicators,tesem030,Tertiary educational attainment (age group 30-34)
Employment and social policy indicators,tesem040,Overall employment growth
Employment and social policy indicators,tesem050,"Employment rate of older workers, age group 55-64"
Employment and social policy indicators,tesem060,Gender employment gap
Employment and social policy indicators,tesem070,Youth employment rate (age group 20-29)
Employment and social policy indicators,tesem080,Employment rate of low skilled persons (age group 20-64)
Employment and social policy indicators,tesem090,Employment rate of non-EU nationals (age group 20-64)
Employment and social policy indicators,tesem100,Part-time employment rate
Employment and social policy indicators,tesem120,Unemployment rate by sex
Employment and social policy indicators,tesem130,Long-term unemployment rate by sex
Employment and social policy indicators,tesem140,Youth unemployment rate by sex
Employment and social policy indicators,tesem160,Labour productivity per person employed and hour worked (EU27_2020=100)
Employment and social policy indicators,tesem170,Nominal unit labour cost growth
Employment and social policy indicators,tesem180,Gender pay gap in unadjusted form
Employment and social policy indicators,tesem190,Involuntary temporary employment
Employment and social policy indicators,tesem200,Newly employed
Employment and social policy indicators,tesem210,At-risk of poverty rate of unemployed persons
Employment and social policy indicators,tesem220,Tax rate on low wage earners - Unemployment trap
Employment and social policy indicators,tesem240,Percentage of population (age group 25-64) in private households with at least upper secondary educational attainment
Employment and social policy indicators,sdg_04_60,Adult participation in learning by sex
Employment and social policy indicators,tesov190,Distribution of population by household types - EU-SILC survey
Employment and social policy indicators,tec00115,Real GDP growth rate - volume
Employment and social policy indicators,tesem010,Employment rate by sex
Employment and social policy indicators,tesem130,Long-term unemployment rate by sex
Employment and social policy indicators,teina225,General government gross debt - annual data
Employment and social policy indicators,tesem220,Tax rate on low wage earners - Unemployment trap
Employment and social policy indicators,earn_nt_lowwtrp,Tax rate on low wage earners - low wage trap
Employment and social policy indicators,tesov250,At-risk-of-poverty rate before social transfers by sex - EU-SILC survey
Employment and social policy indicators,tepsr_lm410,People at risk of poverty or social exclusion by sex
Employment and social policy indicators,tessi010,At-risk-of-poverty rate by sex
Employment and social policy indicators,tessi014,At-risk-of-poverty threshold - EU-SILC survey
Employment and social policy indicators,tepsr_lm420,Severe material and social deprivation rate by sex
Employment and social policy indicators,tepsr_lm430,People living in households with very low work intensity by sex
Employment and social policy indicators,tepsr_lm412,Children (aged less than 18) at risk of poverty or social exclusion
Employment and social policy indicators,tepsr_spi110,At-risk-of poverty rate for children (aged less than 18) by sex
Employment and social policy indicators,tepsr_spi130,Children (aged less than 18) living in households with very low work intensity by sex
Employment and social policy indicators,tepsr_spi120,Severe material and social deprivation rate for children (aged less than 18) by sex
Employment and social policy indicators,tessi180,Income quintile share ratio (S80/S20) by sex
Employment and social policy indicators,tesem020,Early leavers from education and training (age group 18-24)
Employment and social policy indicators,tespn020,Median relative income of elderly people - EU-SILC survey
Employment and social policy indicators,tespm100,Aggregate replacement ratio
Employment and social policy indicators,tespm110,Self-reported unmet need for medical care by sex
Employment and social policy indicators,tepsr_wc310,The real gross disposable income of households per capita (index =
Employment and social policy indicators,tessi220,At-risk-of-poverty rate anchored at a fixed moment in time by sex - EU-SILC survey
Employment and social policy indicators,tesov092,At-risk-of-poverty rate anchored at a fixed moment in time by age group - EU-SILC survey
Employment and social policy indicators,tesov110,In-work at-risk-of-poverty rate by sex
Employment and social policy indicators,tepsr_wc130,Activity rate by sex
Employment and social policy indicators,tespm060,At risk-of-poverty rate for the population living in (quasi-)jobless households
Employment and social policy indicators,tessi010,At-risk-of-poverty rate by sex
Employment and social policy indicators,tessi014,At-risk-of-poverty threshold - EU-SILC survey
Employment and social policy indicators,tessi020,Persistent at-risk-of poverty rate by sex - EU-SILC survey
Employment and social policy indicators,tessi022,Persistent at-risk-of poverty rate by age group - EU-SILC survey
Employment and social policy indicators,tessi030,Relative median poverty risk gap by age group - EU-SILC survey
Employment and social policy indicators,tessi080,Material Deprivation rate by sex - EU-SILC survey
Employment and social policy indicators,tessi082,Material Deprivation rate by age group - EU-SILC survey
Employment and social policy indicators,tessi121,At-risk-of poverty rate by household type - EU-SILC survey
Employment and social policy indicators,tessi125,At-risk-of poverty rate by tenure status - EU-SILC survey
Employment and social policy indicators,tessi126,Dispersion around the at-risk-of-poverty threshold - EU-SILC survey
Employment and social policy indicators,tessi150,Depth of material deprivation - EU-SILC survey
Employment and social policy indicators,tessi160,Housing cost overburden rate by sex - EU-SILC survey
Employment and social policy indicators,tessi161,Housing cost overburden rate by age group - EU-SILC survey
Employment and social policy indicators,tessi162,Housing cost overburden rate by income quintile - EU-SILC survey
Employment and social policy indicators,tessi163,Housing cost overburden rate by poverty status - EU-SILC survey
Employment and social policy indicators,tessi164,Housing cost overburden rate by tenure status - EU-SILC survey
Employment and social policy indicators,tessi165,Housing cost overburden rate by degree of urbanisation - EU-SILC survey
Employment and social policy indicators,tessi166,Housing cost overburden rate by household type - EU-SILC survey
Employment and social policy indicators,tessi170,Overcrowding rate by sex - EU-SILC survey
Employment and social policy indicators,tessi171,Overcrowding rate by age group - EU-SILC survey
Employment and social policy indicators,tessi172,Overcrowding rate by poverty status - EU-SILC survey
Employment and social policy indicators,tessi173,Overcrowding rate by tenure status - EU-SILC survey
Employment and social policy indicators,tessi174,Overcrowding rate by degree of urbanisation - EU-SILC survey
Employment and social policy indicators,tessi175,Overcrowding rate by household type - EU-SILC survey
Employment and social policy indicators,tessi176,Overcrowding rate by sex - population without single-person households - EU-SILC survey
Employment and social policy indicators,tessi177,Overcrowding rate by age group - population without single-person households - EU-SILC survey
Employment and social policy indicators,tessi178,Overcrowding rate by poverty status - population without single-person households - EU-SILC survey
Employment and social policy indicators,tessi180,Income quintile share ratio (S80/S20) by sex
Employment and social policy indicators,tessi190,Gini coefficient of equivalised disposable income
Employment and social policy indicators,tessi220,At-risk-of-poverty rate anchored at a fixed moment in time by sex - EU-SILC survey
Employment and social policy indicators,tessi250,In-work at-risk-of-poverty rate by working time - EU-SILC survey
Employment and social policy indicators,tessi291,Housing deprivation rate by number of item - EU-SILC survey
Employment and social policy indicators,tessi292,"Share of total population living in a dwelling with a leaking roof, damp walls, floors or foundation, or rot in window frames of floor - EU-SILC survey"
Employment and social policy indicators,tessi293,"Share of total population having neither a bath, nor a shower in their dwelling - EU-SILC survey"
Employment and social policy indicators,tessi294,Share of total population not having indoor flushing toilet for the sole use of their household - EU-SILC survey
Employment and social policy indicators,tessi295,Share of total population considering their dwelling as too dark - EU-SILC survey
Employment and social policy indicators,tessi300,Median of the housing cost burden distribution by sex - EU-SILC survey
Employment and social policy indicators,tessi301,Median of the housing cost burden distribution by age group - EU-SILC survey
Employment and social policy indicators,tessi302,Median of the housing cost burden distribution by poverty status - EU-SILC survey
Employment and social policy indicators,tessi303,Median of the housing cost burden distribution by degree of urbanisation - EU-SILC survey
Employment and social policy indicators,tespn010,At-risk-of-poverty rate of older people by sex - EU-SILC survey
Employment and social policy indicators,tespn020,Median relative income of elderly people - EU-SILC survey
Employment and social policy indicators,tespn060,Median relative income of elderly people (60+) - EU-SILC survey
Employment and social policy indicators,tespn070,Aggregate replacement ratio for pensions (excluding other social benefits) by sex
Employment and social policy indicators,tespn080,Income inequality for older people - EU-SILC survey
Employment and social policy indicators,tespn090,Relative median poverty risk gap of elderly people - EU-SILC survey
Employment and social policy indicators,tespn100,At-risk-of-poverty rate for pensioners - EU-SILC survey
Employment and social policy indicators,tespn110,At-risk-of-poverty rate of elderly people by tenure status - EU-SILC survey
Employment and social policy indicators,tespn120,Dispersion around the at-risk-of-poverty threshold for elderly people - EU-SILC survey
Employment and social policy indicators,tespn240,Gender differences in the at-risk-of-poverty rate by age - EU-SILC survey
Employment and social policy indicators,tespn250,Gender differences in the relative income of elderly people (65+) - EU-SILC survey
Employment and social policy indicators,tespn260,Gender differences in the aggregate replacement ratio for pensions (excluding other social benefits) - EU-SILC survey
Employment and social policy indicators,tespn270,Gender differences in the relative income of older people - EU-SILC survey
Employment and social policy indicators,sdg_03_60,Self-reported unmet need for medical examination and care by sex
Employment and social policy indicators,tespm110,Self-reported unmet need for medical care by sex
Employment and social policy indicators,tepsr_sp310,Out-of-pocket expenditure on healthcare
Employment and social policy indicators,tps00205,Life expectancy at birth by sex
Employment and social policy indicators,tespm130,Healthy life years at 65 - females
Employment and social policy indicators,tps00208,Life expectancy at birth by sex
Employment and social policy indicators,tps00150,Healthy life years at birth by sex
Employment and social policy indicators,tepsr_sp320,Healthy life years at age 65 by sex
Employment and social policy indicators,tespm120,Healthy life years at 65 - males
Employment and social policy indicators,sdg_03_11,Healthy life years at birth by sex
Employment and social policy indicators,hlth_hc_dent,Consultation of a dentist per inhabitant
Employment and social policy indicators,tps00027,Infant mortality rate
Employment and social policy indicators,sdg_03_42,Standardised preventable and treatable mortality
Employment and social policy indicators,hlth_ps_immu,Vaccination against influenza of population aged 65 and over
Employment and social policy indicators,tepsr_lm412,Children (aged less than 18) at risk of poverty or social exclusion
Employment and social policy indicators,tepsr_spi110,At-risk-of poverty rate for children (aged less than 18) by sex
Employment and social policy indicators,tepsr_spi120,Severe material and social deprivation rate for children (aged less than 18) by sex
Employment and social policy indicators,tepsr_spi130,Children (aged less than 18) living in households with very low work intensity by sex
Employment and social policy indicators,tessi220,At-risk-of-poverty rate anchored at a fixed moment in time by sex - EU-SILC survey
Employment and social policy indicators,tesov092,At-risk-of-poverty rate anchored at a fixed moment in time by age group - EU-SILC survey
Employment and social policy indicators,ilc_chmd01,Child specific material deprivation rate by age (children aged less than 16 years)
Employment and social policy indicators,ilc_lvho07b,Housing cost overburden rate by income quintile
Employment and social policy indicators,educ_outc_pisa,"Low achieving 15-year-olds in reading, mathematics or science by sex"
Employment and social policy indicators,sdg_08_20,Young persons neither in employment nor in education and training (NEET) by sex
Employment and social policy indicators,sdg_04_10,Early leavers from education and training by sex
Employment and social policy indicators,tps00202,Suicide death rate by age group
European pillar of social rights (EPSR),sdg_04_10,Early leavers from education and training by sex
European pillar of social rights (EPSR),tepsr_sp410,Individuals who have basic or above basic overall digital skills by sex
European pillar of social rights (EPSR),sdg_08_20,Young persons neither in employment nor in education and training (NEET) by sex
European pillar of social rights (EPSR),tesem060,Gender employment gap
European pillar of social rights (EPSR),tessi180,Income quintile share ratio (S80/S20) by sex
European pillar of social rights (EPSR),sdg_04_60,Adult participation in learning by sex
European pillar of social rights (EPSR),tesem030,Tertiary educational attainment (age group 30-34)
European pillar of social rights (EPSR),tepsr_lm210,Gender gap in part-time employment
European pillar of social rights (EPSR),sdg_05_20,Gender pay gap in unadjusted form
European pillar of social rights (EPSR),tesem010,Employment rate by sex
European pillar of social rights (EPSR),tesem120,Unemployment rate by sex
European pillar of social rights (EPSR),tesem130,Long-term unemployment rate by sex
European pillar of social rights (EPSR),tepsr_wc310,The real gross disposable income of households per capita (index =
European pillar of social rights (EPSR),tepsr_wc130,Activity rate by sex
European pillar of social rights (EPSR),tesem140,Youth unemployment rate by sex
European pillar of social rights (EPSR),tepsr_wc230,Labour transitions from temporary to permanent contracts by sex -3-year average
European pillar of social rights (EPSR),tesov110,In-work at-risk-of-poverty rate by sex
European pillar of social rights (EPSR),tessi010,At-risk-of-poverty rate by sex
European pillar of social rights (EPSR),tepsr_spi110,At-risk-of poverty rate for children (aged less than 18) by sex
European pillar of social rights (EPSR),tepsr_lm420,Severe material and social deprivation rate by sex
European pillar of social rights (EPSR),tepsr_spi120,Severe material and social deprivation rate for children (aged less than 18) by sex
European pillar of social rights (EPSR),tepsr_lm430,People living in households with very low work intensity by sex
European pillar of social rights (EPSR),tepsr_spi130,Children (aged less than 18) living in households with very low work intensity by sex
European pillar of social rights (EPSR),ilc_pecs01,Persons at risk of poverty or social exclusion - EU2030 target
European pillar of social rights (EPSR),sdg_01_10,Persons at risk of poverty or social exclusion
European pillar of social rights (EPSR),tepsr_lm410,People at risk of poverty or social exclusion by sex
European pillar of social rights (EPSR),tepsr_lm411,People at risk of poverty or social exclusion by age
European pillar of social rights (EPSR),tepsr_lm412,Children (aged less than 18) at risk of poverty or social exclusion
European pillar of social rights (EPSR),tespm140,Housing cost overburden rate
European pillar of social rights (EPSR),tepsr_sp210,Children aged less than 3 years in formal childcare
European pillar of social rights (EPSR),tespm110,Self-reported unmet need for medical care by sex
European pillar of social rights (EPSR),tepsr_lm440,Severe housing deprivation rate by tenure status
European pillar of social rights (EPSR),tepsr_sp110,General government expenditure by function
European pillar of social rights (EPSR),tespn070,Aggregate replacement ratio for pensions (excluding other social benefits) by sex
European pillar of social rights (EPSR),tepsr_sp310,Out-of-pocket expenditure on healthcare
European pillar of social rights (EPSR),tepsr_sp320,Healthy life years at age 65 by sex
European pillar of social rights (EPSR),tepsr_lm230,Gender employment gap by degree of urbanisation
Quality of life,tespm151,Inequality of income distribution
Quality of life,ilc_pns4,Inequality of income distribution S80/S20 income quintile share ratio - EU-SILC and ECHP surveys
Quality of life,sdg_10_41,Income quintile share ratio
Quality of life,tessi180,Income quintile share ratio (S80/S20) by sex
Quality of life,tespn080,Income inequality for older people - EU-SILC survey
Quality of life,ilc_lvho07c,Housing cost overburden rate by tenure status
Quality of life,earn_ses_pub1a,Low-wage earners as a proportion of all employees (excluding apprentices) by age
Quality of life,earn_ses_pub1s,Low-wage earners as a proportion of all employees (excluding apprentices) by sex
Quality of life,earn_ses_pub1i,Low-wage earners as a proportion of all employees (excluding apprentices) by educational attainment level
Quality of life,qoe_ewcs_7b1,Employed persons being able to choose their methods of work or to influence their pace of work by sex and age
Quality of life,qoe_ewcs_7a2,Employees having a good relationship with their supervisor by sex and age
Quality of life,qoe_ewcs_7a1,Employed persons having a good relationship with their colleagues by sex and age
Quality of life,sdg_02_10,Obesity rate by body mass index (BMI)
Quality of life,tepsr_sp410,Individuals who have basic or above basic overall digital skills by sex
Quality of life,tesem180,Gender pay gap in unadjusted form
Quality of life,sdg_05_20,Gender pay gap in unadjusted form
Quality of life,tesem060,Gender employment gap
Migrant integration and children in migration,ilc_li33,At-risk-of poverty rate for children by citizenship of their parents (population aged 0 to 17)
Migrant integration and children in migration,ilc_li34,At-risk-of poverty rate for children by country of birth of their parents (population aged 0 to 17)
Migrant integration and children in migration,tqoe4a3,Employed persons being self-employed without employees by sex
International trade,tet00003,Exports of goods and services in % of GDP
International trade,tet00004,Imports of goods and services in % of GDP
International trade,egi_tr1,Export to import ratio
International trade,egi_tr2,Intermediate goods trade
International trade,egi_tr3,Trade in goods with the top 5 partners
International trade,egi_tr4,Intermediate services trade
International trade,egi_tr5,Trade in services with the top 5 partners
Economic globalisation indicators,tec00105,Inward FDI stocks in % of GDP
Economic globalisation indicators,tec00106,Outward FDI stocks in % of GDP
Economic globalisation indicators,tec00107,"FDI flows intensity, market integration"
Economic globalisation indicators,egi_em1,Employment in Foreign Controlled Enterprises
Economic globalisation indicators,egi_em2,Employment in Foreign Affiliates of Domestic Enterprises
Economic globalisation indicators,egi_rd1,Intra-mural Business Enterprise R&D Expenditures in Foreign Controlled Enterprises
Economic globalisation indicators,egi_va1,Value Added in Foreign Controlled Enterprises
Economic globalisation indicators,egi_so1,Enterprises sourcing abroad
Equality and non-discrimination,eq_pop02,Population structure by sex
Equality and non-discrimination,eq_pop03,Population structure by detailed age group
Equality and non-discrimination,eq_pop04,Median age by sex
Equality and non-discrimination,tps00178,Foreign-born population
Equality and non-discrimination,demo_popmdctb,Median age of residents by sex and country of birth
Equality and non-discrimination,eq_fer05,Live births
Equality and non-discrimination,eq_mor06,Deaths by sex
Equality and non-discrimination,ilc_li34,At-risk-of poverty rate for children by country of birth of their parents (population aged 0 to 17)
Equality and non-discrimination,ilc_li33,At-risk-of poverty rate for children by citizenship of their parents (population aged 0 to 17)
Equality and non-discrimination,ilc_pns5,Relative median at-risk-of-poverty gap of elderly people - EU-SILC and ECHP surveys
Equality and non-discrimination,tespn260,Gender differences in the aggregate replacement ratio for pensions (excluding other social benefits) - EU-SILC survey
Equality and non-discrimination,dsb_sprpb01,Beneficiaries of disability pensions by pension type
Equality and non-discrimination,dsb_sprpb01,Beneficiaries of disability pensions by pension type
Equality and non-discrimination,dsb_sprpb02,Beneficiaries of disability pensions by sex
Equality and non-discrimination,ilc_pnp2,Relative median income ratio (65+) - EU-SILC and ECHP surveys
Equality and non-discrimination,ilc_chmd03,Child specific material deprivation rate by educational attainment level of their parents (children aged less than 16 years)
Equality and non-discrimination,sdg_01_40,"Persons living in households with very low work intensity, by age group"
Equality and non-discrimination,sdg_11_11,Severe housing deprivation rate by poverty status
Equality and non-discrimination,sdg_05_20,Gender pay gap in unadjusted form
Equality and non-discrimination,tesem180,Gender pay gap in unadjusted form
Equality and non-discrimination,sdg_05_20,Gender pay gap in unadjusted form
Equality and non-discrimination,earn_gr_goeg,Gender overall earnings gap
Equality and non-discrimination,earn_ses_pub1s,Low-wage earners as a proportion of all employees (excluding apprentices) by sex
Equality and non-discrimination,earn_ses_pub1a,Low-wage earners as a proportion of all employees (excluding apprentices) by age
Equality and non-discrimination,earn_ses_pub2s,"Median hourly earnings, all employees (excluding apprentices) by sex"
Equality and non-discrimination,sdg_05_30,"Gender employment gap, by type of employment"
Equality and non-discrimination,tepsr_wc230,Labour transitions from temporary to permanent contracts by sex -3-year average
Equality and non-discrimination,isoc_sks_itsps,Employed information and communications technology (ICT) specialists by sex
Equality and non-discrimination,isoc_sks_itspa,Employed information and communications technology (ICT) specialists by age
Equality and non-discrimination,educ_uoe_enra27,Out-of-school rate by sex and age - as % of the population of the corresponding age
Equality and non-discrimination,educ_uoe_enra28,"Out-of-school rate in population of lower secondary school age, by sex"
Equality and non-discrimination,educ_uoe_enra29,"Out-of-school rate in population of upper secondary school age, by sex"
Equality and non-discrimination,educ_uoe_grad09,Graduates in tertiary education by education level - women per 100 men
Equality and non-discrimination,sdg_05_50,Seats held by women in national parliaments and governments
Equality and non-discrimination,tin00101,Individuals using the internet for seeking health-related information
Equality and non-discrimination,tin00102,Individuals using the internet for looking for a job or sending a job application
Equality and non-discrimination,tin00127,Individuals using the internet for participating in social networks
Equality and non-discrimination,tin00098,Individuals using the internet for selling goods or services
Equality and non-discrimination,tin00095,Individuals using the internet for finding information about goods and services
Equality and non-discrimination,tin00103,Individuals using the internet for doing an online course
Equality and non-discrimination,tin00094,Individuals using the internet for sending/receiving e-mails
Equality and non-discrimination,tin00099,Individuals using the internet for internet banking
Equality and non-discrimination,gbv_any_age,"Women who have experienced violence by any perpetrator, by age group"
Equality and non-discrimination,gbv_npv_type,"Women who have experienced violence by a non-partner, by type of violence"
Equality and non-discrimination,gbv_ipv_type,"Ever-partnered women who have experienced violence by an intimate partner, by type of violence"
Equality and non-discrimination,gbv_shw_age,"Ever-working women who have experienced sexual harassment at work, by age group"
Equality and non-discrimination,crim_thb_vctz,Victims of trafficking in human beings by citizenship
Equality and non-discrimination,crim_thb_vexp,Victims of trafficking in human beings by all forms of exploitation
Quality of employment,tesem180,Gender pay gap in unadjusted form
Quality of employment,sdg_05_20,Gender pay gap in unadjusted form
Quality of employment,qoe_ewcs_1c3,Employed persons discriminated at work during the last 12 months by sex and age
Quality of employment,earn_ses_pub1s,Low-wage earners as a proportion of all employees (excluding apprentices) by sex
Quality of employment,tqoe3a5,Employed persons having more than one job by sex
Quality of employment,tqoe3b4,Employees with a flexible work schedule by sex
Quality of employment,qoe_ewcs_3c3,Mean duration of commuting time one-way between work and home by sex and age
Quality of employment,qoe_ewcs_4a5,Employed persons expecting a possible loss of their job in the next 6 months by sex and age
Quality of employment,tqoe4a3,Employed persons being self-employed without employees by sex
Quality of employment,qoe_ewcs_6_1,Employed persons participating in job-related non-formal education and training in the past 12 months by sex and age
Quality of employment,qoe_ewcs_6_3,Employed persons perceiving that their job-related non-formal education and training helped to improve the way they work by sex and age
Quality of employment,qoe_ewcs_6_4,Employed persons whose job involves improving their skills by sex and age
Quality of employment,qoe_ewcs_6_5,Employed persons whose work experience and job skills would be helpful to find another job by sex and age
Quality of employment,qoe_ewcs_6_6,Employed persons having the opportunity to use their knowledge and skills in their current job by sex and age
