"title"	"code"	"type"	"last update of data"	"last table structure change"	"data start"	"data end"	"values"
"                        Severe housing deprivation rate by tenure status"	"ilc_mdho06c"	"dataset"	"26.11.2025"	"26.05.2025"	"2003"	"2023"	9598
"                        Severe housing deprivation rate by degree of urbanisation"	"ilc_mdho06d"	"dataset"	"28.10.2025"	"26.05.2025"	"2003"	"2023"	1851
"                        Severe housing deprivation rate by income quintile"	"ilc_mdho06q"	"dataset"	"24.04.2026"	"17.07.2026"	"2003"	"2023"	4002
"                        Total population living in a dwelling with a leaking roof, damp walls, floors or foundation, or rot in window frames or floor"	"ilc_mdho01"	"dataset"	"24.04.2026"	"13.08.2026"	"2003"	"2023"	287374
"                        Children (aged 0 to 17) living in a dwelling with a leaking roof, damp walls, floors or foundation, or rot in window frames or floor"	"ilc_mdho01c"	"dataset"	"24.04.2026"	"21.05.2026"	"2003"	"2023"	8112
"                        Total population having neither a bath, nor a shower in their dwelling"	"ilc_mdho02"	"dataset"	"10.03.2026"	"13.08.2026"	"2003"	"2023"	278106
"                        Children (aged 0 to 17) having neither a bath, nor a shower in their dwelling"	"ilc_mdho02c"	"dataset"	"14.11.2025"	"21.05.2026"	"2003"	"2023"	2616
"                        Total population not having indoor flushing toilet for the sole use of their household"	"ilc_mdho03"	"dataset"	"10.03.2026"	"13.08.2026"	"2003"	"2023"	278121
"                        Children (aged 0 to 17) not having indoor flushing toilet for the sole use of their household"	"ilc_mdho03c"	"dataset"	"10.03.2026"	"21.05.2026"	"2003"	"2023"	2616
"                        Total population considering their dwelling as too dark"	"ilc_mdho04"	"dataset"	"24.04.2026"	"13.08.2026"	"2003"	"2023"	286447
"                        Children (aged 0 to 17) living in households considering their dwelling as too dark"	"ilc_mdho04c"	"dataset"	"24.04.2026"	"21.05.2026"	"2003"	"2023"	8064
"                        Total population having neither a bath, nor a shower, nor indoor flushing toilet in their household"	"ilc_mdho05"	"dataset"	"28.10.2025"	"13.08.2026"	"2003"	"2023"	278521
"                    Environment of the dwelling"	"ilc_mddw"	"folder"	" "	" "	" "	" "	
"                        Noise from neighbours or from the street"	"ilc_mddw01"	"dataset"	"24.04.2026"	"13.08.2026"	"2003"	"2023"	34250
"                        Pollution, grime or other environmental problems"	"ilc_mddw02"	"dataset"	"24.04.2026"	"13.08.2026"	"2003"	"2023"	34250
"                        Crime, violence or vandalism in the area"	"ilc_mddw03"	"dataset"	"24.04.2026"	"13.08.2026"	"2003"	"2023"	34199
"                        Noise from neighbours or from the street by degree of urbanisation"	"ilc_mddw04"	"dataset"	"10.03.2026"	"21.05.2026"	"2003"	"2023"	5680
"                        Pollution, grime or other environmental problems by degree of urbanisation"	"ilc_mddw05"	"dataset"	"10.03.2026"	"21.05.2026"	"2003"	"2023"	5680
"                        Crime, violence or vandalism in the area by degree of urbanisation"	"ilc_mddw06"	"dataset"	"10.03.2026"	"21.05.2026"	"2003"	"2023"	5671
"                EU-SILC indicators - historical data"	"ilc_h"	"folder"	" "	" "	" "	" "	
"                    Income distribution and monetary poverty - historical data"	"ilc_ip_h"	"folder"	" "	" "	" "	" "	
"                        At-risk-of-poverty rate by poverty threshold and main source of income (1995-2001)"	"ilc_li05"	"dataset"	"27.03.2009"	"25.06.2026"	"1995"	"2001"	31731
"                        At-risk-of-poverty rate by poverty threshold and work intensity of the household (1995-2002)"	"ilc_li06h"	"dataset"	"05.03.2012"	"13.08.2026"	"1995"	"2002"	6051
"                        At-risk-of-poverty rate by age and sex, anchored to the 1998 base year (1998–2001)"	"ilc_li20"	"dataset"	"08.07.2026"	"08.07.2026"	"1998"	"2001"	4145
"                        Mean and median income by main source of income (1995-2001)"	"ilc_di06"	"dataset"	"27.03.2009"	"25.06.2026"	"1995"	"2001"	2372
"                        Mean and median income by work intensity of the household (1995-2001)"	"ilc_di07h"	"dataset"	"05.03.2012"	"13.08.2026"	"1995"	"2001"	5260
"                EU-SILC modules"	"ilc_ahm"	"folder"	" "	" "	" "	" "	
"                    Energy and the environment (2025)"	"ilc_enev"	"folder"	" "	" "	" "	" "	
"                        Persons living in dwellings with energy efficiency improvements in last five years by age, tenure status, type of building and risk of poverty or social exclusion"	"ilc_enevh_01"	"dataset"	"17.06.2026"	"17.06.2026"	"2023"	"2025"	10680
"                        Persons unable to keep home adequately warm by year of construction and risk of poverty or social exclusion"	"ilc_enevh_02"	"dataset"	"17.06.2026"	"17.06.2026"	"2025"	"2025"	1100
"                        Persons in households with arrears on utility bills by year of construction and risk of poverty or social exclusion"	"ilc_enevh_03"	"dataset"	"17.06.2026"	"17.06.2026"	"2025"	"2025"	1100
"                        Persons living in dwellings with energy efficiency improvements in last five years by sex, age and risk of poverty or social exclusion"	"ilc_lvhe08"	"dataset"	"17.06.2026"	"17.06.2026"	"2023"	"2025"	15120
"                        Persons living in dwellings with energy efficiency improvements in last five years by household composition and degree of urbanisation"	"ilc_lvhe09"	"dataset"	"17.06.2026"	"17.06.2026"	"2023"	"2025"	14163
"                        Persons living in dwellings with energy efficiency improvements in last five years by sex, age and level of disability (activity limitation)"	"ilc_lvhe10"	"dataset"	"17.06.2026"	"17.06.2026"	"2023"	"2025"	23736
"                        Persons by primary mode of transport used, sex, age and risk of poverty or social exclusion"	"ilc_enevt_01"	"dataset"	"03.08.2026"	"03.08.2026"	"2025"	"2025"	14256
"                        Persons by primary mode of transport used, household composition, degree of urbanisation and risk of poverty or social exclusion"	"ilc_enevt_01a"	"dataset"	"03.08.2026"	"03.08.2026"	"2025"	"2025"	13698
"                        Persons able to reach workplace/school/university within one hour using public transport, cycling or walking by sex, age and risk of poverty or social exclusion"	"ilc_enevt_02"	"dataset"	"03.08.2026"	"03.08.2026"	"2025"	"2025"	1479
"                        Persons able to reach workplace/school/university within one hour using public transport, cycling or walking by household composition, degree of urbanisation and risk of poverty or social exclusion"	"ilc_enevt_02a"	"dataset"	"03.08.2026"	"03.08.2026"	"2025"	"2025"	2216
"                        Persons by number of cars in the household, household composition, degree of urbanisation and risk of poverty or social exclusion"	"ilc_enevt_03"	"dataset"	"03.08.2026"	"03.08.2026"	"2025"	"2025"	14844
"                        Persons by household car fuel type, household composition, degree of urbanisation and risk of poverty or social exclusion"	"ilc_enevt_04"	"dataset"	"03.08.2026"	"03.08.2026"	"2025"	"2025"	29028
"                        Persons by frequency of air travel in the last 12 months, sex, age and risk of poverty or social exclusion"	"ilc_enevt_05"	"dataset"	"03.08.2026"	"03.08.2026"	"2025"	"2025"	7128
"                        Persons by frequency of air travel in the last 12 months, household composition, degree of urbanisation and risk of poverty or social exclusion"	"ilc_enevt_05a"	"dataset"	"03.08.2026"	"03.08.2026"	"2025"	"2025"	6852
"                    Households' energy efficiency (2023)"	"ilc_lvhe"	"folder"	" "	" "	" "	" "	
"                        Persons living in private households by heating system used in the dwelling and sex, age, risk of poverty or social exclusion situation of the person"	"ilc_lvhe01"	"dataset"	"24.04.2026"	"24.04.2026"	"2023"	"2023"	15120
"                        Persons living in private households by heating system used in the dwelling, household composition and degree of urbanisation"	"ilc_lvhe02"	"dataset"	"23.01.2026"	"23.01.2026"	"2023"	"2023"	14226
"                        Persons living in private households by heating system used in the dwelling and sex, age, level of disability (activity limitation)"	"ilc_lvhe03"	"dataset"	"24.04.2026"	"24.04.2026"	"2023"	"2023"	19584
"                        Persons heating their dwelling with district heating by used energy source, household composition and degree of urbanisation"	"ilc_lvhe04"	"dataset"	"23.01.2026"	"23.01.2026"	"2023"	"2023"	9954
"                        Persons heating their dwelling with other than district heating by used energy source, household composition and degree of urbanisation"	"ilc_lvhe05"	"dataset"	"23.01.2026"	"17.10.2025"	"2023"	"2023"	16569
"                        Persons heating their dwelling with other than district heating by used energy source and sex, age, level of disability (activity limitation)"	"ilc_lvhe06"	"dataset"	"24.04.2026"	"24.04.2026"	"2023"	"2023"	21784
"                        Persons heating their dwelling with other than district heating by used energy source and sex, age, risk of poverty or social exclusion situation"	"ilc_lvhe07"	"dataset"	"24.04.2026"	"24.04.2026"	"2023"	"2023"	17122
"                        Persons living in dwellings with energy efficiency improvements in last five years by sex, age and risk of poverty or social exclusion"	"ilc_lvhe08"	"dataset"	"17.06.2026"	"17.06.2026"	"2023"	"2025"	15120
"                        Persons living in dwellings with energy efficiency improvements in last five years by household composition and degree of urbanisation"	"ilc_lvhe09"	"dataset"	"17.06.2026"	"17.06.2026"	"2023"	"2025"	14163
"                        Persons living in dwellings with energy efficiency improvements in last five years by sex, age and level of disability (activity limitation)"	"ilc_lvhe10"	"dataset"	"17.06.2026"	"17.06.2026"	"2023"	"2025"	23736
"                        Persons living in a dwelling not comfortably warm during winter by sex, age and risk of poverty or social exclusion situation"	"ilc_lvhe11"	"dataset"	"24.04.2026"	"24.04.2026"	"2023"	"2023"	2448
"                        Persons living in a dwelling not comfortably warm during winter by sex, household composition and degree of urbanisation"	"ilc_lvhe12"	"dataset"	"23.01.2026"	"23.01.2026"	"2023"	"2023"	6612
"                        Persons living in a dwelling not comfortably warm during winter by sex, age and level of disability (activity limitation)"	"ilc_lvhe13"	"dataset"	"24.04.2026"	"24.04.2026"	"2023"	"2023"	3168
"                        Persons living in a dwelling not comfortably warm during winter by sex, age and group of country of birth"	"ilc_lvhe14"	"dataset"	"24.04.2026"	"24.04.2026"	"2023"	"2023"	3192
"                        Persons living in a dwelling not comfortably warm during winter by sex, age and group of country of citizenship"	"ilc_lvhe15"	"dataset"	"24.04.2026"	"24.04.2026"	"2023"	"2023"	3136
"                    Housing difficulties (2023)"	"ilc_lvhd"	"folder"	" "	" "	" "	" "	
"                        Persons having experienced housing difficulties in their lifetime by sex and current risk of poverty or social exclusion situation"	"ilc_lvhd01"	"dataset"	"24.04.2026"	"24.04.2026"	"2023"	"2023"	315
"                        Persons having experienced housing difficulties in their lifetime by sex and type of temporary solution (effect)"	"ilc_lvhd02"	"dataset"	"24.04.2026"	"24.04.2026"	"2023"	"2023"	420
"                        Persons having experienced housing difficulties in their lifetime by sex and group of country of birth"	"ilc_lvhd03"	"dataset"	"24.04.2026"	"24.04.2026"	"2023"	"2023"	403
"                        Persons having experienced housing difficulties in their lifetime by sex and group of current country of citizenship"	"ilc_lvhd04"	"dataset"	"24.04.2026"	"24.04.2026"	"2023"	"2023"	371
"                        Persons having experienced housing difficulties in their lifetime by sex and reason"	"ilc_lvhd05"	"dataset"	"24.04.2026"	"24.04.2026"	"2023"	"2023"	930
"                        Persons having overcome housing difficulties experienced in their lifetime by sex and reason"	"ilc_lvhd06"	"dataset"	"24.04.2026"	"24.04.2026"	"2023"	"2023"	534
"                        Persons still experiencing housing difficulties by sex, age and risk of poverty or social exclusion situation"	"ilc_lvhd07"	"dataset"	"24.04.2026"	"24.04.2026"	"2023"	"2023"	3171
"                        Persons having experienced renting difficulties in the last 12 months by sex, age and risk of poverty or social exclusion situation"	"ilc_lvhd08"	"dataset"	"24.04.2026"	"24.04.2026"	"2023"	"2023"	4336
