code,type,breadcrumb
tespn260,table,Cross cutting topics > Tables on EU policy > Employment and social policy indicators > Social inclusion and social policy indicators > Pensions portfolio > Third streamlined objective pensions: modernised pensions > Gender differences in the aggregate replacement ratio for pensions (excluding other social benefits) - EU-SILC survey
tran_im_uiww,dataset,"Database by themes > Transport > Modal split, intermodal transport and transport performance relative to GDP > Intermodal transport - unitisation in freight transport > Unitisation in inland waterways freight transport - tonne-kilometre for gross-gross weight of goods"
tran_hv_ms_frmod,dataset,"Database by themes > Transport > Modal split, intermodal transport and transport performance relative to GDP > Modal split of transport > Modal split of air, sea and inland freight transport"
dsb_sprpb02,table,Database by themes > Population and social conditions > Disability > Social protection > Beneficiaries of disability pensions > Beneficiaries of disability pensions by sex
irt_h_cgby_m,dataset,Database by themes > Economy and finance > Interest rates > Interest rates - historical data > Central government bond yields > Central government bond yields - monthly data
tag00066,table,"Database by themes > Agriculture, forestry and fisheries > Agriculture > Agricultural prices and price indices > Selling prices of agricultural products (absolute prices) > Selling prices of animal products (absolute prices) - annual price (from 2000 onwards) > Selling prices of pigs (light)"
hlth_ps_prev,dataset,Database by themes > Population and social conditions > Health > Health care > Preventive services > Preventive cancer screenings - programme data
env_ac_curm,dataset,Database by themes > Environment and energy > Environment > Material flows and resource productivity > Circular material use rate by material type
teina444_r2,table,Database by themes > Economy and finance > National accounts (ESA 2010) > Quarterly national accounts > GDP and components > Gross value added and income by main industry (NACE Rev.2 ) - quarterly data > Gross value added - NACE Rev. 2: R-U - current prices
road_eqs_unlweig,dataset,Database by themes > Transport > Road transport > Road transport equipment - stock of vehicles > Passenger cars by unloaded weight
enpe_ilc_di11,dataset,Database by themes > General and regional statistics > Non EU countries > Eastern European Neighbourhood Policy countries (ENP-East) > Population and social conditions > Living conditions > Income distribution > Income quintile share ratio - S80/S20 - ENP-East countries
ilc_scp12$dv_2746,dataset,"Database by themes > General and regional statistics > Degree of urbanisation > Living conditions and welfare > EU-SILC ad-hoc modules > Social and cultural participation (2015) > Persons having contacts with family and relatives or friends by income quintile, household composition, degree of urbanisation and frequency"
educ_uoe_grad07,dataset,"Database by themes > Population and social conditions > Education and training > Education and training outcomes > Graduates > Graduates at doctoral level, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 25-34"
sdg_08_40,table,Cross cutting topics > Tables on EU policy > Sustainable development indicators > Goal 8 - Decent work and economic growth > Long-term unemployment rate by sex
tipslc10,table,Cross cutting topics > Tables on EU policy > Macroeconomic imbalance procedure indicators > Poverty and social exclusion > People at risk of poverty or social exclusion
sdg_08_10,table,Database by themes > Economy and finance > National accounts (ESA 2010) > Annual national accounts > GDP and components > Gross domestic product (GDP) and main components per capita - annual data > Real GDP per capita
crim_off_cat$dv_1401,dataset,Database by themes > Population and social conditions > Crime and criminal justice > Police-recorded offences > Police-recorded offences by offence category
tessi082,table,Cross cutting topics > Tables on EU policy > Employment and social policy indicators > Social inclusion and social policy indicators > Social inclusion portfolio > Primary indicators > Material Deprivation rate by age group - EU-SILC survey
road_eqr_trams,dataset,Database by themes > Transport > Road transport > Road transport equipment - new registration of vehicles > New trams
rail_tf_ns_no,dataset,Database by themes > Transport > Railway transport > Railway traffic > Train traffic on the rail network (2005) > Train traffic on the rail network - Norway (2005)
teina020,table,"Database by themes > Economy and finance > National accounts (ESA 2010) > Quarterly national accounts > GDP and components > Gross domestic product (GDP) and main components (output, expenditure and income) - quarterly data > Final consumption expenditure of households and NPISH, current prices"
tag00055,table,"Database by themes > Agriculture, forestry and fisheries > Agriculture > Economic accounts for agriculture > Economic accounts for agriculture > Economic accounts for agriculture - values at current prices > Animal output - basic and producer prices"
rail_eq_pa_nty,dataset,"Database by themes > Transport > Railway transport > Railway transport equipment > Passenger railway vehicles, by type of vehicle"
gba_nabste,dataset,"Database by themes > Science, technology, digital society > Science and technology > Research and development (R&D) > Government budget allocations for R&D (GBARD) > Share of GBARD in total general government expenditure"
iww_ec_ent_c,dataset,"Database by themes > Transport > Inland waterways transport > Enterprises, economic performances and employment in inland waterway transport - historical data > Carrying capacity of the inland waterway transport enterprises vessels by number of vessels in enterprises (1990 - 2012)"
tag00049,table,"Database by themes > Agriculture, forestry and fisheries > Agriculture > Crop production > Crop production > Crop production in EU standard humidity (from 2000 onwards) > Crop production in EU standard humidity > Rye and winter cereal mixtures by area, production and humidity"
trng_cvt_21n1,dataset,Database by themes > Population and social conditions > Education and training > Participation in education and training > Continuing vocational training (CVT) in enterprises > Time spent in continuing vocational training (CVT) courses > Hours spent in CVT courses by NACE Rev. 1.1 activity - per thousand hours worked in all enterprises (2005)
educ_uoe_fini06,dataset,"Database by themes > Population and social conditions > Education and training > Education finance > Expenditure of/on public and private educational institutions > Ratio of annual expenditure per student at the tertiary level and primary level of education, in public educational institutions"
teina412_r2,table,Database by themes > Economy and finance > National accounts (ESA 2010) > Quarterly national accounts > GDP and components > Gross value added and income by main industry (NACE Rev.2 ) - quarterly data > Gross value added - NACE Rev. 2: C - current prices
tus_00educ$dv_571,dataset,"Database by themes > Population and social conditions > Living conditions and welfare > Time use survey > Time use survey – 2000 and 2010 > Time spent, participation time and participation rate in the main activity by sex and educational attainment level (2000 and 2010)"
tag00056,table,"Database by themes > Agriculture, forestry and fisheries > Agriculture > Economic accounts for agriculture > Economic accounts for agriculture > Economic accounts for agriculture - values at current prices > Gross value added of the agricultural industry - basic and producer prices"
teiis030,table,"Cross cutting topics > Tables on EU policy > Euro indicators / PEEIs > Industry, trade and services > Industry - domestic producer prices > Domestic producer prices - energy"
tran_sf_roadro,dataset,Database by themes > Transport > Transport safety > Road transport safety > Persons killed in road accidents by type of road
teina420_r2,table,Cross cutting topics > Tables on EU policy > Euro indicators / PEEIs > National accounts > Gross value added > Gross value added - NACE Rev. 2: G-I - current prices
migr_asydecfp,dataset,Database by themes > Population and social conditions > Migration > Asylum > Asylum and temporary protection indicators > Asylum indicators > Asylum decisions at final instance by type of decision - % of total decisions at final instance
ttr00002,table,Database by themes > Transport > Road transport > Road transport infrastructure > Length of motorways and e-roads > Total length of motorways
mar_mp_am_cft,dataset,Database by themes > Transport > Maritime transport > Maritime transport - main annual results > Passengers (excluding cruise passengers) transported from/to the main ports
ilc_lvhl30$dv_1323,dataset,Database by themes > Population and social conditions > Living conditions and welfare > Income and living conditions > Living conditions > Health and labour conditions > Labour transitions by employment status
ilc_li33$dv_1983,dataset,Database by themes > Population and social conditions > Living conditions and welfare > Income and living conditions > Income distribution and monetary poverty > Monetary poverty > At-risk-of poverty rate for children by citizenship of their parents (population aged 0 to 17)
educ_uoe_enrt05,dataset,Database by themes > General and regional statistics > Regional statistics by NUTS classification > Regional education statistics > Regional education statistics - ISCED 2011 > Ratio of the proportion of tertiary students over the proportion of the population by NUTS 1 and NUTS 2 region
lfsa_ewpsat$dv_606,dataset,Database by themes > Population and social conditions > Labour market > Employment and unemployment (Labour force survey) > Labour force survey (LFS) series - detailed annual data > Work during atypical hours > Employed persons working on Saturdays by professional status - % of total employment
hlth_hlye_h,dataset,Database by themes > Population and social conditions > Health > Health status > Healthy life years > Healthy life years (1995 - 2003)
lfso_12penstyp,dataset,Database by themes > Population and social conditions > Labour market > Employment and unemployment (Labour force survey) > Labour force survey (LFS) - ad-hoc modules > Transition from work to retirement (2012) > Persons who receive a pension by type (2012)
tespm151,table,Cross cutting topics > Tables on EU policy > Employment and social policy indicators > Social protection performance monitor - indicators > Inequality of income distribution
teina230,table,Cross cutting topics > Tables on EU policy > Euro indicators / PEEIs > National accounts > Public finance - excessive deficit procedure statistics > General government gross debt - quarterly data
ilc_mdho06a$dv_1184,dataset,"Database by themes > Population and social conditions > Living conditions and welfare > Income and living conditions > Material deprivation > Housing deprivation > Severe housing deprivation rate by age, sex and poverty status"
tec00001,table,"Database by themes > General and regional statistics > European and national indicators for short-term analysis > National accounts > Gross domestic product (GDP) and main components (output, expenditure and income) - annual data > Gross domestic product at market prices"
sbs_pen_7c,dataset,"Database by themes > Industry, trade and services > Business structure and dynamics > Structural business statistics > Structural business statistics - historical data > SBS - services - historical data > Financial services statistics > Statistics on pension funds > Autonomous pension funds - total investments by currencies (2003-2012)"
isoc_sk_cskl_i$dv_266,dataset,Database by themes > General and regional statistics > Degree of urbanisation > Digital economy and society > Digital skills > ICT users > Individuals' level of computer skills (2003-2019)
tespn090,table,Cross cutting topics > Tables on EU policy > Employment and social policy indicators > Social inclusion and social policy indicators > Pensions portfolio > First streamlined objective pensions: adequate pensions > Relative median poverty risk gap of elderly people - EU-SILC survey
tin00098,table,"Database by themes > Science, technology, digital society > Digital economy and society > ICT usage in households and by individuals > Internet use > Individuals - internet activities > Individuals using the internet for selling goods or services"
hlth_rs_bdltc,dataset,Database by themes > Population and social conditions > Health > Health care > Health care resources > Health care facilities > Beds in nursing and other residential long-term care facilities
lc_lci_r1_cow,dataset,Database by themes > Population and social conditions > Labour market > Labour costs > Labour cost index > Labour costs index - historical data > Labour cost index by NACE Rev. 1.1 activity - country weights
icw_car_04,dataset,"Database by themes > Population and social conditions > Income, consumption and wealth - experimental statistics > Household characteristics > Distribution of households by activity status of the reference person - experimental statistics"
tipser13,table,"Cross cutting topics > Tables on EU policy > Macroeconomic imbalance procedure indicators > Effective exchange rates > Real effective exchange rate - index, 42 trading partners"
cens_hndwnr,dataset,Database by themes > Population and social conditions > Population and housing censuses > Selected indicators from different population and housing censuses > Housing > Occupied conventional dwellings by number of rooms
enps_avia_typ,dataset,Database by themes > General and regional statistics > Non EU countries > Southern European Neighbourhood Policy countries (ENP-South) > Transport > Air transport > Commercial aircraft fleet by type of aircraft - ENP-South countries
hlth_ehis_sk3i$dv_1141,dataset,"Database by themes > Population and social conditions > Health > Health determinants > Tobacco consumption > Daily smokers of cigarettes by sex, age and income quintile"
hlth_hlye$dv_2041,dataset,Database by themes > Population and social conditions > Health > Health status > Healthy life years > Healthy life years by sex (from 2004 onwards)
env_ac_epite1,dataset,Database by themes > Environment and energy > Environment > Environmental protection expenditure > Environmental protection expenditure - historical data > Environmental protection expenditure accounts based on the classification of environmental protection activities and expenditure (CEPA) > Environmental protection investments > Environmental protection investments of total economy
sdg_01_50,table,Cross cutting topics > Tables on EU policy > Sustainable development indicators > Goal 1 - No poverty > Housing cost overburden rate by poverty status
hlth_cd_aperrto,dataset,"Database by themes > Population and social conditions > Health > Causes of death > Peri-neonatal mortality > Fetal, peri- and neonatal mortality rates by country of occurrence"
tipslc40,table,Cross cutting topics > Tables on EU policy > Macroeconomic imbalance procedure indicators > Poverty and social exclusion > People living in households with very low work intensity
iww_if_infrastr,dataset,Database by themes > Transport > Inland waterways transport > Inland waterways transport infrastructure > Length of navigable inland waterways by waterway type
enpe_edat_lfse_14,dataset,Database by themes > General and regional statistics > Non EU countries > Eastern European Neighbourhood Policy countries (ENP-East) > Population and social conditions > Education > Early leavers from education and training > Early leavers from education and training (aged 18-24) by sex - ENP-East countries
hsw_aw_nnaws,dataset,Database by themes > Population and social conditions > Health > Health and safety at work > Accidents at work (ESAW) - until 2007 > Number of accidents at work by NACE Rev. 1.1 activity and employment status
tsc00001,table,"Database by themes > Science, technology, digital society > Science and technology > Research and development (R&D) > Gross domestic expenditure on R&D (GERD) at national and regional level > GERD by sector of performance > Research and development expenditure by sector of performance"
ilc_chmd04,dataset,Database by themes > Population and social conditions > Living conditions and welfare > Income and living conditions > Material deprivation > Child specific material deprivation > Mean number of deprivation items among the children deprived (children aged less than 16 years)
rail_tf_ns10_si,dataset,Database by themes > Transport > Railway transport > Railway traffic > Train traffic on the rail network (2010) > Train traffic on the rail network - Slovenia (2010)
tessi295,table,Cross cutting topics > Tables on EU policy > Employment and social policy indicators > Social inclusion and social policy indicators > Social inclusion portfolio > Context information > Share of total population considering their dwelling as too dark - EU-SILC survey
enps_edat_lfse3,dataset,Database by themes > General and regional statistics > Non EU countries > Southern European Neighbourhood Policy countries (ENP-South) > Population and social conditions > Education > Educational attainment level > Population (aged 20-24) who completed at least an upper secondary educational attainment level (ISCED 2011 level 3) by sex - ENP-South countries
hlth_rs_grd2$dv_2825,dataset,Database by themes > Population and social conditions > Health > Health care > Health care resources > Health care staff > Health graduates
tipsfs20,table,"Cross cutting topics > Tables on EU policy > Macroeconomic imbalance procedure indicators > Financial sector liabilities > Non-consolidated data > Financial sector leverage, debt to equity, non-consolidated - %"
tessi175,table,Cross cutting topics > Tables on EU policy > Employment and social policy indicators > Social inclusion and social policy indicators > Social inclusion portfolio > Secondary indicators > Overcrowding rate > Overcrowding rate by household type - EU-SILC survey
tin00127,table,"Database by themes > Science, technology, digital society > Digital economy and society > ICT usage in households and by individuals > Internet use > Individuals - internet activities > Individuals using the internet for participating in social networks"
tps00003,table,Database by themes > General and regional statistics > Regional statistics by NUTS classification > Regional demographic statistics > Population and area > Population density by NUTS 3 region > Population density
tesem140,table,Cross cutting topics > Tables on EU policy > Employment and social policy indicators > Employment performance monitor - indicators > Youth unemployment rate by sex
hlth_ehis_am7sh,dataset,Database by themes > Population and social conditions > Health > Health care > Home care and help > Self-reported use of home care services by people with severe difficulty in personal care activities by age and household type
teiet215,table,Database by themes > International trade > International trade in goods > International trade in goods - aggregated data > International trade in goods - short-term indicators > Euro area trade by BEC product group > Balance of trade
cei_pc032,table,"Database by themes > Economy and finance > National accounts (ESA 2010) > Annual national accounts > GDP and components > Gross domestic product (GDP) and main components (output, expenditure and income) - annual data > Generation of waste excluding major mineral wastes per GDP unit"
tipsna70,table,Cross cutting topics > Tables on EU policy > Macroeconomic imbalance procedure indicators > Unit labour cost > Annual data > Labour productivity per hour worked - annual data
migr_respop,dataset,Database by themes > Population and social conditions > Migration > Managed migration > Managed migration indicators > Residence permits indicators > First residence permits - per thousand persons
tespn100,table,Cross cutting topics > Tables on EU policy > Employment and social policy indicators > Social inclusion and social policy indicators > Pensions portfolio > First streamlined objective pensions: adequate pensions > At-risk-of-poverty rate for pensioners - EU-SILC survey
teiis190,table,"Cross cutting topics > Tables on EU policy > Euro indicators / PEEIs > Industry, trade and services > Industry - turnover > Turnover in industry - consumer non-durables"
gbv_st_age,dataset,"Database by themes > Population and social conditions > Living conditions and welfare > Gender based violence against women > Experiences on stalking > Women who have experienced stalking, by age group"
tps00173,table,Database by themes > Population and social conditions > Labour market > Labour costs > Labour costs annual data > Labour cost levels by NACE Rev. 2 activity > Labour costs annual data - NACE Rev. 2
rail_tf_ns20_cz,dataset,Database by themes > Transport > Railway transport > Railway traffic > Train traffic on the rail network (2020) > Train traffic on the rail network - Czechia (2020)
sdg_10_10,table,"Database by themes > Economy and finance > Prices > Purchasing power parities > Purchasing power parities, price level indices, nominal and real expenditures by analytical categories - based on COICOP 2018 > Purchasing power adjusted GDP per capita"
hlth_silc_08$dv_1146,dataset,"Database by themes > Population and social conditions > Health > Health care > Unmet needs for health care > Self-reported unmet needs for medical examination by sex, age, main reason declared and income quintile"
ilc_mdsd06,dataset,Database by themes > Population and social conditions > Living conditions and welfare > Income and living conditions > Material deprivation > Material and social deprivation > Material and social deprivation rate by tenure status
tipslm80,table,Cross cutting topics > Tables on EU policy > Macroeconomic imbalance procedure indicators > Unemployment > Youth unemployment rate - % of active population aged 15-24
rail_tf_ns20_ie,dataset,Database by themes > Transport > Railway transport > Railway traffic > Train traffic on the rail network (2020) > Train traffic on the rail network - Ireland (2020)
rail_tf_ns20_fi,dataset,Database by themes > Transport > Railway transport > Railway traffic > Train traffic on the rail network (2020) > Train traffic on the rail network - Finland (2020)
gbv_shw_rp,dataset,"Database by themes > Population and social conditions > Living conditions and welfare > Gender based violence against women > Sexual harassment at work during lifetime > Ever-working women who have experienced sexual harassment at work, by person/support service to whom violence was reported during last year"
teiet070,table,Cross cutting topics > Tables on EU policy > Euro indicators / PEEIs > International trade > Exports of goods > Exports of goods - machinery and transport equipment
mar_qg_qm_pwhc,dataset,Database by themes > Transport > Maritime transport > Maritime transport - main quarterly results > Top 5 ports for containers - gross weight of goods in containers handled in each port
earn_ses_pub1s,dataset,Database by themes > Population and social conditions > Labour market > Earnings > Structure of earnings survey - main indicators > Low-wage earners and median earnings > Proportion of low-wage earners > Low-wage earners as a proportion of all employees (excluding apprentices) by sex
enps_educ_compyr,dataset,Database by themes > General and regional statistics > Non EU countries > Southern European Neighbourhood Policy countries (ENP-South) > Population and social conditions > Education > General education > Net enrolment rates by sex and education level - ENP-South countries
cens_01ndquart_lq,dataset,Database by themes > Population and social conditions > Population and housing censuses > Census 2001 round > National level > Dwellings > Living quarters by type of housing
teilm100,table,Cross cutting topics > Tables on EU policy > Euro indicators / PEEIs > Labour market > Labour cost index - quarterly data > Labour cost index by NACE Rev. 2
mar_sg_am_pwl,dataset,Database by themes > Transport > Maritime transport > Maritime transport - short sea shipping - main annual results > Gross weight of liquid bulk goods transported in short sea shipping from/to the top 5 EU ports for liquid bulk goods
tipsna30,table,"Database by themes > Economy and finance > National accounts (ESA 2010) > Annual national accounts > GDP and components > Gross domestic product (GDP) and main components (output, expenditure and income) - annual data > Terms of trade by items - 5 years % change"
teiet170,table,Database by themes > International trade > International trade in goods > International trade in goods - aggregated data > International trade in goods - short-term indicators > Euro area trade by SITC product group > Imports of goods - machinery and transport equipment
sdg_17_40,table,Cross cutting topics > Tables on EU policy > Sustainable development indicators > Goal 17 - Partnerships for the goals > General government gross debt
rail_tf_ns15_sk,dataset,Database by themes > Transport > Railway transport > Railway traffic > Train traffic on the rail network (2015) > Train traffic on the rail network - Slovakia (2015)
tec00106,table,"Database by themes > Economy and finance > Balance of payments - International transactions (BPM6) > European Union direct investments (BPM6) > EU direct investments indicators in % of GDP, impact indicators and rate of return on direct investment (BPM6) > Outward FDI stocks in % of GDP"
tag00075,table,"Database by themes > Agriculture, forestry and fisheries > Fisheries > Aquaculture production by species > Production from aquaculture excluding hatcheries and nurseries (from 2008 onwards) > Aquaculture production in tonnes and value"
tessi164,table,Cross cutting topics > Tables on EU policy > Employment and social policy indicators > Social inclusion and social policy indicators > Social inclusion portfolio > Secondary indicators > Housing cost overburden > Housing cost overburden rate by tenure status - EU-SILC survey
tag00063,table,"Database by themes > Agriculture, forestry and fisheries > Agriculture > Agricultural prices and price indices > Selling prices of agricultural products (absolute prices) > Selling prices of crop products (absolute prices) - annual price (2000-2024) > Selling prices of main crop potatoes"
hlth_ehis_al3i$dv_461,dataset,"Database by themes > Population and social conditions > Health > Health determinants > Alcohol consumption > Frequency of heavy episodic drinking by sex, age and income quintile"
hlth_cd_dar,dataset,Database by themes > Population and social conditions > Health > Causes of death > Public health themes > Deaths of residents related to dementias including Alzheimer
teiis130,table,"Cross cutting topics > Tables on EU policy > Euro indicators / PEEIs > Industry, trade and services > Industry - industrial production > Production in industry - consumer durables"
ilc_odbt14,dataset,"Database by themes > Population and social conditions > Living conditions and welfare > Income and living conditions > EU-SILC modules > Over-indebtedness, consumption and wealth as well as labour (2020) > Households maintaining the same standard of living using savings by duration and risk of poverty threshold"
ilc_igtp04,dataset,Database by themes > Population and social conditions > Living conditions and welfare > Income and living conditions > EU-SILC modules > Intergenerational transmission of disadvantages (2019 and 2023) > At-risk-of poverty rate for adults (aged 25 to 59 years) by level of financial situation of their households when respondent was around 14 years old
mar_sg_am_pwb,dataset,Database by themes > Transport > Maritime transport > Maritime transport - short sea shipping - main annual results > Gross weight of dry bulk goods transported in short sea shipping from/to the top 5 EU ports for dry bulk goods
egi_tr4,dataset,Cross cutting topics > Cross cutting topics > Economic globalisation indicators > International trade > Intermediate services trade
egi_va1,dataset,Cross cutting topics > Cross cutting topics > Economic globalisation indicators > Value added > Value Added in Foreign Controlled Enterprises
ilc_mdes05_r,dataset,"Database by themes > General and regional statistics > Regional statistics by NUTS classification > Regional poverty and social exclusion statistics > Arrears (mortgage or rent, utility bills or hire purchase) by NUTS 2 region"
sdg_16_30,table,Database by themes > Economy and finance > National accounts (ESA 2010) > Annual national accounts > Population and employment in national accounts > Population and employment - national accounts - annual data > General government total expenditure on law courts
lfsi_long_e09,dataset,"Database by themes > Population and social conditions > Labour market > Employment and unemployment (Labour force survey) > LFS main indicators > Labour market transitions - LFS longitudinal data > Transition from fixed term contracts to permanent contracts (annual averages of quarterly transitions, estimated probabilities) - experimental statistics"
enpe_apro_mt_p,dataset,Database by themes > General and regional statistics > Non EU countries > Eastern European Neighbourhood Policy countries (ENP-East) > Agriculture and fisheries > Agriculture > Meat production - ENP-East countries
teilm022,table,Cross cutting topics > Tables on EU policy > Euro indicators / PEEIs > Labour market > Harmonised unemployment - monthly data > Unemployment rate by sex - age group 25-74
tipspc16,table,"Cross cutting topics > Tables on EU policy > Macroeconomic imbalance procedure indicators > Private sector credit flow > Non-consolidated data > Private sector credit flow: loans by sectors, non-consolidated - million units of national currency"
enpe_fish_ca_main,dataset,Database by themes > General and regional statistics > Non EU countries > Eastern European Neighbourhood Policy countries (ENP-East) > Agriculture and fisheries > Fisheries > Fish catches - ENP-East countries
tet00002,table,"Database by themes > International trade > International trade in goods > International trade in goods - aggregated data > International trade in goods - long-term indicators > International trade > International trade of EU, the euro area and the Member States by SITC product group > International trade, by reporting country, total product"
tipspc20,table,"Cross cutting topics > Tables on EU policy > Macroeconomic imbalance procedure indicators > Private sector credit flow > Consolidated data > Private sector credit flow, consolidated - % GDP"
sdg_06_40,dataset,Cross cutting topics > Tables on EU policy > Sustainable development indicators > Goal 2 - Zero hunger > Nitrate in groundwater
ilc_lvho50d,dataset,Database by themes > General and regional statistics > Degree of urbanisation > Living conditions and welfare > Share of people living in under-occupied dwellings by degree of urbanisation - total population
trng_cvt_13s,dataset,Database by themes > Population and social conditions > Education and training > Participation in education and training > Continuing vocational training (CVT) in enterprises > Participants in continuing vocational training (CVT) courses > Participants in CVT courses by sex and size class - % of persons employed in enterprises providing CVT courses
isoc_sk_dskl_i$dv_317,dataset,Database by themes > General and regional statistics > Degree of urbanisation > Digital economy and society > Digital skills > ICT users > Individuals' level of digital skills (2015-2019)
tesem050,table,"Cross cutting topics > Tables on EU policy > Employment and social policy indicators > Social protection performance monitor - indicators > Employment rate of older workers, age group 55-64"
enpe_irt_lt_gby10,dataset,Database by themes > General and regional statistics > Non EU countries > Eastern European Neighbourhood Policy countries (ENP-East) > Economy and finance > Interest and exchange rates > Government bond yields - 10 years' maturity - ENP-East countries
sdg_05_50,dataset,Cross cutting topics > Tables on EU policy > Sustainable development indicators > Goal 5 - Gender equality > Seats held by women in national parliaments and governments
icw_sr_13,dataset,"Database by themes > Population and social conditions > Income, consumption and wealth - experimental statistics > Saving rates > Median saving rate by degree of urbanisation - experimental statistics"
sts_tot_prod_a,dataset,"Database by themes > Industry, trade and services > Short-term business statistics > Market economy > Market production > Market production - annual data"
road_eqr_bussea,dataset,"Database by themes > Transport > Road transport > Road transport equipment - new registration of vehicles > Seat capacity of new motor coaches, buses and trolley buses"
enps_demo_frate1,dataset,Database by themes > General and regional statistics > Non EU countries > Southern European Neighbourhood Policy countries (ENP-South) > Population and social conditions > Population and demographic indicators > Demographic indicators > Fertility rate - ENP-South countries
sdg_14_10,table,Cross cutting topics > Tables on EU policy > Sustainable development indicators > Goal 14 - Life below water > Marine protected areas
gbv_ipv_occ,dataset,"Database by themes > Population and social conditions > Living conditions and welfare > Gender based violence against women > Violence by intimate partner during lifetime > Ever-partnered women who have experienced violence by an intimate partner, by occurrence of the last episode"
tps00146,table,"Database by themes > General and regional statistics > Regional statistics by NUTS classification > Regional health statistics > Causes of death > Causes of death - standardised death rate by NUTS 2 region of residence > Death due to homicide, assault, by sex"
teicp200,table,"Database by themes > Economy and finance > Prices > Harmonised index of consumer prices (HICP) > Harmonised index of consumer prices (HICP) - ECOICOP ver.2 > Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, monthly data > HICP - all items excluding energy, food, alcohol and tobacco"
tec00038,table,"Database by themes > Economy and finance > Balance of payments - International transactions (BPM6) > Balance of payments statistics and international investment positions (BPM6) > Balance of payments by country - annual data (BPM6) > Current account transactions - credits, debits and balance"
rail_tf_ns_tr,dataset,Database by themes > Transport > Railway transport > Railway traffic > Train traffic on the rail network (2005) > Train traffic on the rail network - Türkiye (2005)
egi_tr5,dataset,Cross cutting topics > Cross cutting topics > Economic globalisation indicators > International trade > Trade in services with the top 5 partners
teiet020,table,"Cross cutting topics > Tables on EU policy > Euro indicators / PEEIs > International trade > Exports of goods > Exports of goods - food, drinks and tobacco"
for_profnc,dataset,"Database by themes > Agriculture, forestry and fisheries > Forestry > Environmental functions > Protective functions of forests"
rail_tf_ns20_no,dataset,Database by themes > Transport > Railway transport > Railway traffic > Train traffic on the rail network (2020) > Train traffic on the rail network - Norway (2020)
earn_ses10_adeci,dataset,"Database by themes > Population and social conditions > Labour market > Earnings > Structure of earnings survey 2010 > Annual earnings > Annual earnings by quantiles and contractual working time (enterprises with 10 employed persons or more) - NACE Rev. 2, B-S excluding O (2010)"
bs_bs6_04,dataset,"Database by themes > Industry, trade and services > Business structure and dynamics > Structural business statistics > Structural business statistics - historical data > SBS - services - historical data > Business services statistics > Business Services (2004-2020) > Number of enterprises carrying out cross border trade by type of cross border trade and employment size class (2004)"
tec00112,table,"Database by themes > Economy and finance > National accounts (ESA 2010) > Annual national accounts > Population and employment in national accounts > Employment by main industry (NACE Rev.2) - national accounts - annual data > Employment, domestic concept - Total"
gbv_npv_ed,dataset,"Database by themes > Population and social conditions > Living conditions and welfare > Gender based violence against women > Violence by non-partner since the age of 15 > Women who have experienced violence by a non-partner, by level of education"
earn_ses_pub1s$dv_354,dataset,Database by themes > Population and social conditions > Labour market > Earnings > Structure of earnings survey - main indicators > Low-wage earners and median earnings > Proportion of low-wage earners > Low-wage earners as a proportion of all employees (excluding apprentices) by sex
tec00118,table,"Database by themes > Economy and finance > Prices > Harmonised index of consumer prices (HICP) > Harmonised index of consumer prices (HICP) - ECOICOP ver.2 > Harmonised index of consumer prices (HICP) - ECOICOP ver.2 - indices and rates of change, annual data > HICP - inflation rate"
tps00116,table,"Database by themes > General and regional statistics > Regional statistics by NUTS classification > Regional health statistics > Causes of death > Causes of death - standardised death rate by NUTS 2 region of residence > Death due to cancer, by sex"
ilc_mdes04_r,dataset,Database by themes > General and regional statistics > Regional statistics by NUTS classification > Regional poverty and social exclusion statistics > Inability to face unexpected financial expenses by NUTS 2 region
tec00113,table,Database by themes > Economy and finance > National accounts (ESA 2010) > Annual sector accounts (ESA 2010) > ----- > Non-financial transactions - annual data > Adjusted gross disposable income of households per capita in PPS
tps00143,table,"Database by themes > General and regional statistics > Regional statistics by NUTS classification > Regional health statistics > Causes of death > Causes of death - standardised death rate by NUTS 2 region of residence > Death due to AIDS (HIV-disease), by sex"
enps_env_air_emis,dataset,Database by themes > General and regional statistics > Non EU countries > Southern European Neighbourhood Policy countries (ENP-South) > Environment and energy > Environment > Air emissions > Air pollutants - ENP-South countries
tepsr_lm210,table,Cross cutting topics > Tables on EU policy > European pillar of social rights (EPSR) > Equal opportunities > Equal opportunities - secondary indicators > Gender gap in part-time employment
enps_ilc_di11,dataset,Database by themes > General and regional statistics > Non EU countries > Southern European Neighbourhood Policy countries (ENP-South) > Population and social conditions > Living conditions > Income distribution > Income quintile share ratio - S80/S20 - ENP-South countries
teicp270,table,Cross cutting topics > Tables on EU policy > Euro indicators / PEEIs > Housing market statistics > House price index (2025 = 100) - quarterly data
ilc_hch15,dataset,Database by themes > Population and social conditions > Living conditions and welfare > Income and living conditions > Living conditions > Children's health > Children with unmet needs for medical examination or treatment by specific reason
ilc_pnp3,dataset,Database by themes > Population and social conditions > Living conditions and welfare > Income and living conditions > Income distribution and monetary poverty > Monetary poverty for elderly people > Aggregate replacement ratio for pensions (excluding other social benefits) by sex
eq_pop04,table,"Database by themes > Population and social conditions > Demography, population stock and balance > Main population indicators > Population structure indicators at national level > Median age by sex"
